Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70,Mean71,Mean72,Mean73,Mean74,Mean75,Mean76,Mean77,Mean78,Mean79,Mean80,Mean81,Mean82,Mean83,Mean84,Mean85,Mean86,Mean87,Mean88,Mean89,Mean90,Mean91,Mean92,Mean93,Mean94,Mean95,Mean96,Mean97,Mean98,Mean99,Mean100,Mean101,Mean102,Mean103,Mean104,Mean105,Mean106,Mean107,Mean108,Mean109,Mean110,Mean111,Mean112,Mean113,Mean114,Mean115,Mean(5.7.14),Mean117,Mean118,Mean119,Mean120,Mean121,Mean122,Mean123,Mean124,Mean125,Mean126,Mean127,Mean128,Mean129,Mean130,Mean131,Mean132
12.567,19.942,18.426,24.144,19.722,15.940,23.171,28.037,27.951,29.054,26.906,21.181,19.859,20.155,15.293,17.267,11.019,19.458,15.487,14.298,8.268,5.569,11.813,14.689,11.511,15.769,13.500,9.400,9.495,7.144,9.644,10.490,13.087,6.051,9.771,6.961,4.416,4.248,13.667,15.138,8.484,18.041,21.873,27.644,24.026,24.853,22.326,8.358,17.307,17.325,16.955,8.800,11.645,12.895,10.465,7.375,11.098,13.614,15.576,14.544,14.043,16.176,15.893,14.496,16.346,16.101,14.033,14.185,10.492,11.337,13.479,12.026,11.254,13.884,13.310,10.734,14.074,18.318,29.164,24.311,22.441,14.701,15.914,7.604,13.340,11.919,12.038,14.179,11.554,12.295,14.333,27.148,19.252,23.284,21.694,25.700,27.074,23.850,29.266,36.350,25.482,23.959,21.339,32.116,27.143,19.722,31.920,20.630,15.667,19.179,15.639,15.569,20.600,14.745,15.417,19.792,16.188,16.162,15.253,14.086,22.357,25.814,20.408,12.580,20.099,18.250,9.321,5.277,11.961,16.417,18.240,11.519
12.587,18.777,16.357,23.462,19.095,15.267,21.853,27.598,28.012,29.989,25.811,20.496,18.535,20.345,14.600,16.800,10.648,19.158,14.752,14.615,7.643,6.208,11.680,13.706,12.715,16.678,12.555,9.471,9.876,7.686,8.856,11.235,12.394,6.154,9.070,6.804,4.966,4.060,13.287,15.275,8.492,18.041,21.055,25.212,21.753,21.440,21.484,8.060,16.986,16.000,16.091,8.320,12.697,11.833,10.623,8.023,11.250,13.171,15.054,14.278,15.356,17.931,15.533,15.394,16.632,17.787,13.543,14.655,10.883,10.750,12.458,12.009,11.169,14.870,12.333,10.016,14.207,16.576,27.888,22.466,21.961,15.955,15.617,8.472,11.773,11.439,11.722,13.297,11.475,12.295,14.935,25.716,20.650,22.991,20.118,23.667,27.531,21.550,28.181,33.500,26.129,22.041,19.500,30.000,25.792,19.095,29.511,19.000,15.089,17.295,15.820,15.000,17.860,15.941,14.417,18.889,15.148,15.848,15.107,15.286,20.375,25.051,20.633,13.500,19.066,18.091,9.613,5.314,11.216,16.140,18.205,11.506
11.654,19.058,17.374,22.913,18.667,14.879,22.868,23.561,27.025,29.097,25.151,19.346,18.535,17.618,14.493,14.856,9.667,19.270,14.000,14.519,7.357,5.847,10.453,14.151,12.153,16.182,13.000,9.414,9.448,7.593,9.167,11.039,12.981,5.735,9.745,7.206,4.910,3.880,15.120,14.898,8.742,18.205,20.400,24.203,19.571,20.720,19.411,8.037,17.086,16.230,15.473,7.950,11.053,11.781,10.982,7.716,10.685,13.371,15.380,13.889,14.767,15.716,15.343,14.920,15.728,16.315,13.533,13.748,9.725,10.652,12.408,12.287,12.549,13.188,12.595,9.688,13.719,15.697,26.396,20.631,22.088,15.507,14.346,8.264,12.206,12.585,11.025,13.972,11.653,11.810,14.871,26.142,19.621,23.440,20.294,24.500,26.481,19.575,28.947,33.362,25.576,22.296,20.565,34.186,23.104,18.667,28.261,18.574,16.844,17.885,16.311,15.154,18.420,15.157,16.274,18.681,15.336,14.962,15.467,13.771,20.500,24.746,19.592,13.620,18.121,17.341,9.566,4.686,11.863,16.155,18.373,11.354
12.260,18.087,17.661,21.442,16.603,14.793,21.496,26.976,25.580,27.054,24.736,20.386,17.408,18.082,15.053,14.767,9.491,18.378,13.248,13.635,8.518,5.958,10.920,14.168,10.810,16.014,12.927,9.650,10.210,7.907,8.705,10.784,12.481,5.709,8.739,6.892,4.539,3.376,13.269,13.994,8.815,18.479,19.055,22.932,19.597,21.107,21.347,7.985,16.164,15.548,16.009,8.670,11.632,13.009,11.421,7.091,10.946,13.057,15.587,14.044,14.337,16.608,14.598,14.905,14.853,16.798,13.880,14.218,8.775,9.815,12.838,11.574,11.380,13.580,11.863,10.172,13.689,16.515,26.716,20.417,19.314,15.254,13.395,8.698,10.918,11.301,10.880,13.062,11.050,10.219,15.505,26.923,19.515,21.914,19.459,24.650,24.617,20.900,28.000,32.350,24.435,23.398,19.685,31.767,24.104,16.603,28.557,19.093,14.311,15.833,15.705,14.154,17.620,14.333,15.310,17.500,15.172,15.086,15.187,14.657,20.268,24.610,19.571,12.500,17.374,17.466,9.321,4.803,11.412,16.299,17.806,11.402
10.500,17.883,16.417,20.038,16.635,13.483,21.527,25.000,25.926,25.484,24.208,18.417,17.577,17.118,14.733,14.822,9.852,18.628,13.159,13.038,7.929,4.986,10.053,14.403,11.628,15.986,14.391,9.786,9.781,7.203,9.356,10.275,12.952,5.838,8.223,6.373,4.798,3.669,12.991,14.395,10.395,18.425,20.145,22.805,18.013,19.213,19.832,7.769,15.371,14.373,15.345,8.530,11.947,12.465,10.342,7.045,9.946,12.957,15.761,13.500,15.393,17.990,15.172,15.358,13.904,16.090,12.957,13.874,8.892,10.098,12.035,10.713,12.662,12.377,12.500,9.453,14.296,15.864,24.373,20.398,20.078,15.119,13.309,8.925,11.907,11.894,11.677,13.414,11.970,11.638,14.129,27.806,19.243,22.241,19.859,23.533,24.630,17.650,26.543,31.013,25.835,22.704,19.710,28.465,24.649,16.635,27.330,18.389,14.956,16.115,14.639,14.231,16.800,13.725,15.262,18.389,14.562,15.705,14.627,15.571,19.732,23.339,20.143,12.440,17.681,16.909,9.774,5.569,11.745,16.706,17.995,11.502
11.212,17.320,17.209,21.587,15.952,13.638,19.395,24.939,24.963,25.269,25.075,17.843,16.507,17.736,15.080,14.678,9.898,18.180,12.673,14.327,7.571,5.750,12.253,13.933,11.029,15.867,15.264,10.321,9.029,7.203,9.386,10.784,12.442,5.103,8.860,6.725,5.921,4.286,12.204,13.749,9.661,18.055,20.582,21.424,16.247,18.707,19.621,7.694,15.636,15.143,15.145,8.130,12.829,11.904,10.272,7.909,10.141,12.543,15.293,13.511,14.521,17.686,14.828,13.942,15.132,15.798,13.141,14.252,8.417,9.739,11.077,11.530,12.972,13.130,11.893,9.562,14.163,14.879,22.746,19.087,18.980,14.299,14.630,8.698,11.680,11.667,11.228,12.359,10.703,11.848,13.032,26.555,19.136,21.017,18.247,22.917,24.025,18.675,25.191,29.638,24.553,20.388,18.435,27.721,24.364,15.952,25.500,18.778,13.800,15.462,15.098,14.692,16.300,14.725,16.440,16.972,14.797,15.771,13.520,14.486,17.732,22.593,21.776,12.180,17.495,16.864,7.792,4.920,10.843,16.021,17.869,11.454
11.269,17.592,16.200,19.827,15.460,13.336,19.907,25.463,23.543,23.989,21.792,17.079,15.056,17.927,15.093,15.644,9.917,18.522,13.407,13.683,7.000,6.042,9.520,13.378,11.175,14.629,15.900,9.879,9.267,8.008,8.902,10.363,12.481,5.718,8.255,6.431,5.270,3.925,11.917,13.138,9.750,18.068,19.527,19.432,15.208,17.160,19.800,7.985,16.650,13.905,14.582,7.840,13.211,13.272,11.018,7.705,8.870,12.486,14.848,14.178,13.632,16.686,14.864,13.664,15.404,15.562,12.739,14.277,7.817,10.641,11.852,11.357,13.056,11.580,12.054,9.031,12.874,15.606,22.582,17.553,16.216,14.597,13.062,7.774,12.206,11.577,10.911,12.959,11.327,12.733,13.634,25.703,18.835,20.543,19.318,23.250,23.568,19.250,24.191,29.400,24.494,21.194,19.863,25.628,23.299,15.460,25.864,19.481,13.422,17.167,15.803,13.308,15.820,15.098,14.762,17.486,16.945,16.838,14.360,15.886,18.089,21.644,19.041,13.200,16.824,17.682,8.708,5.664,12.216,15.997,17.579,11.774
11.192,16.718,15.078,18.308,15.294,12.526,18.589,24.146,22.926,22.871,20.509,17.898,16.056,16.809,15.320,14.133,9.648,18.025,12.062,13.096,7.232,6.069,9.480,13.588,10.839,15.315,14.118,10.200,8.200,7.534,9.197,10.324,13.212,5.436,8.115,7.078,4.652,3.789,11.556,12.701,9.250,17.342,20.418,18.636,14.351,17.707,18.905,7.716,17.057,16.508,16.173,8.560,12.079,12.246,9.860,7.773,10.000,13.486,15.239,12.489,13.337,16.804,16.178,13.336,14.941,15.831,12.989,13.588,7.817,10.413,10.725,11.348,14.366,14.522,13.292,11.688,14.393,16.030,24.851,17.417,18.294,14.284,12.556,8.528,11.742,11.659,11.348,12.524,11.386,11.619,12.839,27.194,18.301,21.172,17.318,22.733,21.543,18.175,22.957,31.688,23.671,22.816,19.161,26.163,23.571,15.294,25.375,19.852,16.356,14.000,15.443,14.492,15.800,15.020,15.107,19.347,17.422,18.762,14.107,16.343,16.893,21.068,19.224,12.740,16.681,15.909,8.915,5.095,11.098,17.106,17.159,12.133
10.423,15.447,14.757,19.260,15.222,13.974,18.705,24.817,24.160,23.667,20.321,18.748,15.408,15.309,14.853,13.811,10.426,17.933,12.841,12.221,7.143,5.583,9.920,13.815,10.956,14.685,14.845,10.593,8.676,7.856,9.750,11.039,13.183,6.068,9.299,6.686,4.955,3.504,11.769,12.964,8.121,18.137,21.564,18.627,14.688,16.387,19.589,7.858,16.986,18.587,17.755,9.300,12.961,12.456,10.772,7.284,9.696,14.486,15.054,12.633,13.546,17.804,18.893,14.562,15.471,17.416,12.707,14.504,8.067,10.326,10.451,12.061,15.324,15.826,14.679,17.906,18.393,14.894,28.799,21.204,20.490,14.328,11.975,7.981,12.608,10.780,11.190,12.241,11.178,11.829,14.376,26.690,18.427,21.216,18.588,23.517,27.358,20.725,26.000,31.237,23.929,22.633,19.589,27.419,25.286,15.222,26.727,22.148,22.533,17.564,16.410,17.415,18.640,17.000,16.607,23.083,18.422,22.695,15.493,14.743,17.571,21.508,20.857,15.520,16.802,16.318,8.736,5.117,12.225,17.454,17.527,12.570
11.125,15.379,15.443,18.596,15.222,13.560,17.853,24.793,22.802,22.022,21.057,17.748,14.775,15.391,14.040,14.778,9.935,17.923,12.168,12.875,8.304,5.653,9.173,15.109,11.431,14.524,14.500,9.771,8.467,7.542,8.932,11.618,13.731,6.333,8.229,6.882,5.236,3.744,10.741,12.132,8.371,19.384,22.473,15.780,13.338,16.160,20.253,6.993,16.329,18.960,17.418,8.560,13.237,12.368,10.456,6.670,9.500,13.029,16.054,13.211,14.417,17.676,20.018,13.891,14.846,17.281,13.293,13.840,7.533,10.793,11.007,11.261,13.845,12.986,14.280,18.875,21.489,14.864,30.157,19.631,22.373,14.851,11.580,8.226,11.412,12.041,11.475,12.400,9.980,11.343,12.903,26.839,19.049,21.862,18.694,22.383,32.000,21.125,24.681,31.650,24.412,22.816,19.065,27.488,24.545,15.222,28.000,23.259,23.756,17.205,16.672,17.985,19.080,16.490,17.393,26.611,17.227,20.886,14.773,16.514,17.232,21.000,20.755,16.460,16.176,16.568,8.708,4.832,10.971,17.503,17.848,12.440
10.481,14.816,13.983,18.529,15.000,13.776,18.721,23.098,21.494,21.419,18.547,17.339,16.479,15.827,15.293,14.156,9.204,17.634,12.717,12.106,6.911,5.639,8.800,13.950,11.934,14.203,15.591,9.679,8.448,8.085,9.053,10.333,14.404,6.385,8.611,7.206,5.034,4.293,10.852,12.281,8.169,17.945,21.945,16.424,13.195,17.107,21.284,7.560,16.986,19.524,18.173,9.680,13.289,13.430,10.360,7.023,9.565,12.814,16.565,12.267,14.153,16.912,18.361,14.489,14.559,17.101,12.370,12.899,8.033,10.141,10.782,10.904,13.324,14.522,14.220,18.188,21.526,14.273,28.664,20.049,19.902,14.701,12.062,7.038,12.299,13.041,10.658,11.972,10.614,10.924,13.000,29.955,19.320,20.353,18.894,23.567,32.494,20.750,24.032,32.162,24.929,22.388,19.766,27.884,24.403,15.000,26.909,23.222,24.089,16.897,14.984,17.538,18.140,15.275,16.536,26.056,16.852,20.429,14.760,14.400,16.804,20.373,19.735,16.360,19.132,17.500,9.349,5.934,11.824,17.110,18.612,12.059
10.567,14.117,14.574,17.231,15.206,12.828,18.333,22.293,22.864,21.140,18.358,15.976,14.465,16.200,15.173,14.789,9.787,17.658,11.292,12.817,7.321,5.083,9.347,13.622,11.686,14.112,15.055,9.907,8.590,7.492,9.364,10.892,13.029,5.829,7.822,6.314,4.753,3.812,10.426,12.150,8.161,17.370,20.236,14.059,11.208,15.987,20.884,7.948,16.607,20.127,18.036,9.260,12.224,13.412,10.500,7.477,10.033,12.814,17.283,12.700,14.350,16.902,19.320,13.328,14.596,16.944,12.576,13.277,7.483,10.033,11.007,11.000,15.085,15.217,14.798,17.984,20.637,14.061,28.709,18.883,20.059,14.552,12.333,7.226,15.000,12.033,10.918,13.172,12.178,12.095,13.613,34.284,20.097,22.078,18.824,21.967,31.519,21.750,23.872,31.375,23.894,21.306,19.306,28.930,22.922,15.206,24.977,23.037,20.622,16.538,14.902,18.092,17.480,16.059,16.655,26.167,16.445,21.133,14.507,14.429,16.482,20.508,18.469,18.440,17.077,16.625,10.057,5.292,11.520,16.285,18.940,11.588
9.375,14.194,13.913,17.192,14.841,13.716,16.837,21.732,21.531,21.484,18.075,16.764,14.958,15.191,14.520,14.767,9.611,16.898,11.292,12.144,7.982,4.986,9.653,13.882,11.526,14.580,14.036,9.586,7.533,7.686,9.598,11.255,11.942,5.923,8.408,5.892,4.146,3.782,10.963,12.365,7.952,16.685,19.582,12.415,11.545,14.653,20.053,7.358,17.207,18.706,16.736,9.900,12.789,16.009,9.816,6.477,9.022,12.714,16.717,12.622,14.890,17.833,18.680,14.270,14.868,15.955,13.141,14.513,7.517,10.696,9.873,11.609,15.070,14.609,13.583,18.047,19.496,15.318,27.948,18.612,18.451,14.687,12.444,6.887,13.598,12.577,10.981,13.628,15.406,11.562,13.656,38.510,20.291,20.793,18.612,22.167,31.444,20.675,23.351,30.587,22.953,20.714,17.548,24.698,23.325,14.841,25.807,23.093,24.467,16.487,14.590,17.138,18.780,16.431,15.619,24.653,16.945,20.171,12.800,13.657,15.446,20.559,20.163,16.480,16.363,15.011,9.000,5.226,10.804,16.192,19.191,11.267
9.510,13.660,13.478,15.894,13.373,13.819,17.550,21.829,20.691,21.860,18.434,16.268,16.000,14.818,15.213,13.933,9.898,17.427,11.451,11.788,7.554,5.208,9.040,13.950,11.869,14.510,14.245,9.621,6.924,7.678,9.061,10.902,12.894,6.094,8.064,6.343,5.067,3.662,10.389,10.659,7.718,15.849,18.345,12.144,10.701,13.680,19.495,8.157,16.114,17.802,16.273,9.340,12.553,15.649,9.895,6.727,8.946,12.557,16.565,12.511,15.859,16.716,17.627,14.438,13.963,15.258,11.924,14.067,6.817,9.696,9.359,11.800,14.901,15.043,13.012,15.844,19.570,12.818,25.948,17.893,17.686,13.925,11.914,6.566,13.093,12.415,11.424,13.786,14.109,11.629,14.269,38.097,19.650,21.060,17.882,23.267,30.198,19.825,22.521,29.550,22.035,19.347,17.177,27.302,22.597,13.373,23.920,21.093,21.111,15.910,15.246,17.923,16.480,14.275,17.107,25.750,15.547,20.114,12.853,15.571,14.911,18.949,16.694,15.620,15.626,14.795,8.774,6.876,11.980,15.700,19.003,11.474
9.240,14.544,13.322,17.442,13.421,12.621,17.023,23.439,21.654,20.731,17.849,15.039,14.915,14.727,14.320,14.478,9.972,17.481,11.142,11.750,6.857,5.889,8.413,14.361,11.927,14.678,14.427,9.250,8.048,7.186,8.492,11.373,12.606,5.940,7.911,6.255,4.854,3.639,11.417,10.916,7.879,15.288,18.091,11.280,10.000,13.573,18.768,7.545,15.593,16.635,16.327,9.080,12.592,15.237,10.553,7.068,8.554,12.800,15.859,13.533,15.252,16.637,17.154,13.686,13.551,14.539,12.326,14.504,7.167,9.087,10.085,11.243,14.239,13.101,12.970,14.328,18.578,13.242,24.925,18.408,18.353,13.657,10.679,6.698,12.392,13.138,11.139,12.538,12.634,11.219,12.355,37.432,19.573,20.181,18.035,23.600,29.704,20.300,22.734,28.462,22.729,19.429,17.169,25.953,21.675,13.421,22.375,23.315,20.178,15.295,14.475,17.031,16.820,14.647,14.810,23.208,15.953,20.981,13.267,14.457,13.804,17.932,17.939,15.900,15.780,13.818,8.566,7.321,12.039,15.508,18.223,11.132
9.327,12.922,13.139,16.000,13.651,11.216,17.426,20.171,19.370,20.172,18.132,15.654,13.746,14.273,13.907,13.589,8.472,17.108,10.575,11.471,7.321,4.917,8.680,13.042,11.540,14.182,13.964,9.293,7.476,7.881,9.250,11.069,10.356,5.821,7.949,5.912,4.337,3.624,11.611,11.317,7.605,15.589,16.018,12.729,10.091,13.560,17.074,7.373,16.664,17.675,16.136,9.330,12.487,15.246,10.868,6.898,8.891,13.200,16.196,12.200,15.779,18.343,16.550,13.891,15.699,14.719,12.696,15.235,7.342,9.163,9.183,10.739,14.577,13.739,12.440,15.141,18.319,13.045,23.507,16.660,16.882,12.701,11.728,7.302,13.062,11.659,11.329,12.938,14.574,10.505,13.602,36.006,18.718,20.284,17.365,20.650,29.383,22.250,22.234,29.125,21.976,19.582,17.137,23.070,21.169,13.651,24.886,21.389,18.311,14.756,15.852,16.031,13.540,14.765,14.286,22.250,15.828,19.105,13.547,15.857,15.893,17.627,16.122,13.460,16.077,12.284,8.500,7.679,11.461,15.203,18.369,11.051
8.702,15.146,12.087,15.096,13.278,12.638,16.240,19.037,20.370,19.624,16.226,15.197,13.493,14.582,13.400,14.356,9.389,17.017,10.973,11.788,8.071,5.250,7.667,13.412,11.642,13.916,13.564,9.300,7.543,7.712,9.674,10.578,10.721,6.316,9.096,6.402,4.236,3.519,11.269,11.287,6.911,15.342,16.073,10.839,11.351,13.960,17.137,7.724,15.521,16.730,15.336,8.100,11.342,13.956,9.877,6.943,8.859,11.914,16.011,12.222,14.387,17.490,15.675,13.774,14.441,14.719,12.261,15.286,6.533,9.087,9.296,10.043,12.676,12.478,12.196,15.047,17.652,14.136,23.351,16.184,16.490,12.701,11.111,7.547,13.155,11.886,9.785,11.966,13.178,10.505,12.022,35.490,18.272,18.922,17.341,19.633,26.247,18.800,22.266,26.025,23.094,20.714,17.113,24.419,21.987,13.278,22.114,22.778,19.422,15.795,15.803,16.323,15.540,12.922,15.286,23.861,15.344,19.695,12.773,12.600,13.821,15.729,15.122,13.860,15.396,13.466,8.896,7.971,10.392,15.200,17.485,11.170
9.490,13.340,12.730,15.779,12.984,11.862,16.023,21.427,19.370,19.591,17.755,15.173,15.000,14.400,13.813,13.422,9.315,16.642,10.823,10.846,7.446,4.944,8.560,13.513,11.131,14.455,13.082,8.750,7.124,6.271,8.606,10.804,10.519,6.205,9.045,5.951,4.292,3.383,10.907,10.413,7.234,14.740,15.673,10.669,11.208,12.440,15.158,7.963,15.550,16.794,15.509,9.340,11.447,15.193,10.588,6.659,9.457,13.043,14.348,11.789,14.712,16.637,16.349,13.693,15.441,13.764,12.130,14.353,7.283,8.141,9.099,10.722,13.465,11.623,11.714,14.500,16.519,12.439,22.448,16.689,17.314,11.940,10.519,7.717,12.237,11.252,10.228,12.566,13.030,10.629,11.226,33.290,19.233,18.647,16.859,20.717,26.346,18.175,20.723,24.625,21.035,21.020,16.290,22.023,20.325,12.984,22.386,19.148,17.267,14.205,14.082,15.277,15.020,12.118,14.643,22.333,15.914,19.257,12.107,14.514,15.500,16.186,16.469,14.660,15.429,13.966,8.745,9.934,10.608,15.271,17.318,10.942
8.875,12.670,12.887,15.913,13.341,12.155,14.915,20.634,19.198,18.860,18.132,16.236,14.831,14.545,13.467,13.533,10.407,16.455,10.752,10.471,7.214,5.250,8.573,13.008,11.701,13.601,12.555,9.536,7.686,6.932,8.727,11.235,10.192,6.256,8.465,5.745,4.202,3.444,11.491,10.605,7.484,14.712,15.473,9.814,10.468,12.760,16.621,7.448,16.250,16.921,16.009,8.760,10.763,14.772,10.421,7.580,8.913,12.229,14.391,11.856,15.583,16.765,15.757,13.175,14.691,14.820,13.880,14.941,6.233,7.728,8.782,10.652,13.042,11.913,12.435,13.531,15.400,12.561,21.791,15.311,15.529,12.418,11.383,8.189,12.588,11.423,9.943,11.724,13.257,10.448,12.290,33.258,17.913,19.224,18.376,21.950,23.728,20.450,21.372,25.812,21.082,19.867,15.597,23.070,21.325,13.341,21.636,18.519,17.600,14.987,14.115,15.723,14.440,12.784,14.988,21.847,14.023,17.638,12.627,13.486,13.964,17.169,13.571,14.080,14.802,13.273,9.245,10.073,10.049,15.130,17.086,11.016
8.702,13.000,12.200,14.740,12.571,12.190,15.264,19.256,18.630,18.828,16.792,14.795,12.592,13.109,13.560,12.789,9.889,17.044,10.814,10.481,7.571,4.972,9.027,13.588,10.993,13.881,12.100,8.500,7.695,6.780,8.432,9.961,8.663,5.359,7.822,5.578,4.427,3.120,9.611,10.551,6.500,14.055,16.036,9.178,9.519,11.707,15.653,7.493,16.593,15.587,15.436,8.300,11.224,15.754,9.772,6.148,8.478,11.443,14.011,11.622,15.147,16.912,15.988,13.299,15.000,13.663,12.641,13.370,6.092,8.163,8.782,10.835,13.380,12.130,11.125,12.297,15.444,12.000,22.045,15.670,15.539,12.343,10.765,7.774,11.938,12.049,10.089,10.897,11.990,10.486,12.720,32.619,17.456,18.690,17.329,21.967,21.802,18.750,18.543,25.688,20.741,20.245,16.952,24.488,21.714,12.571,22.807,17.963,17.156,14.923,14.689,14.969,12.380,12.176,15.095,19.708,16.492,18.457,13.013,13.286,11.821,16.763,14.694,14.940,15.659,13.159,8.425,10.956,10.784,14.875,16.589,11.079
8.481,11.291,13.278,15.817,12.024,11.526,15.016,20.963,19.543,18.355,15.396,15.126,13.944,13.055,13.653,13.189,9.611,16.548,10.779,10.519,8.071,5.208,8.267,13.319,10.526,13.413,12.518,9.200,7.229,6.966,9.689,9.588,9.510,5.838,8.764,6.980,4.573,3.782,10.889,9.820,7.194,13.000,15.218,9.347,10.584,12.173,15.221,8.493,17.221,15.048,15.982,8.380,11.658,14.860,10.105,6.795,8.141,11.014,13.000,10.467,15.215,15.990,15.320,13.277,15.985,13.157,12.533,13.756,6.500,7.620,8.366,9.817,13.141,12.043,10.756,12.062,15.067,11.803,20.776,14.951,14.843,12.179,10.185,7.057,11.763,11.976,10.367,12.793,11.960,9.505,12.333,31.677,16.398,18.500,16.671,20.700,24.407,17.400,18.670,24.075,21.471,18.755,16.371,24.721,21.377,12.024,22.068,19.907,16.489,12.808,15.574,14.246,13.560,12.471,14.131,19.792,15.281,17.819,12.480,13.800,12.375,16.458,13.571,11.620,15.110,12.250,8.613,11.584,11.118,14.841,16.595,11.266
8.644,12.184,11.991,15.010,11.460,11.879,14.767,18.549,18.543,19.086,16.660,15.378,12.338,13.000,13.387,14.133,9.528,16.417,10.549,10.644,6.482,4.931,8.573,14.218,10.599,13.175,11.645,8.871,7.362,7.161,8.886,9.902,8.740,5.632,8.503,6.098,4.449,3.947,10.676,9.695,6.702,13.781,14.455,8.619,9.117,11.573,16.347,8.567,17.214,16.540,15.373,8.410,11.382,15.026,9.202,6.977,8.674,12.529,13.826,10.544,15.153,17.108,15.320,13.562,14.728,14.360,12.533,15.429,6.517,8.304,8.838,10.461,12.930,12.884,11.536,11.938,14.259,11.106,20.022,14.010,15.608,14.030,9.926,6.906,11.948,10.813,10.354,11.366,11.624,9.552,11.817,29.910,17.369,17.078,16.059,21.750,22.852,19.000,18.840,25.125,22.671,19.031,14.863,22.651,20.727,11.460,23.625,17.185,15.756,14.333,13.115,13.923,14.900,14.510,13.357,20.264,15.156,16.286,12.133,14.029,13.339,15.000,16.224,12.920,14.648,13.534,8.066,11.774,10.529,14.793,16.284,11.196
8.529,12.000,11.974,14.019,12.079,12.181,15.326,19.451,17.593,17.237,16.623,14.063,12.958,12.064,12.520,13.467,9.241,15.880,9.602,9.904,6.679,4.681,8.653,12.681,11.175,12.825,12.418,9.436,7.800,6.949,9.053,9.657,9.365,5.803,8.210,6.176,4.742,3.752,10.306,9.922,6.903,13.562,14.018,8.508,10.312,11.853,15.084,8.164,15.800,15.365,15.282,8.640,11.776,14.825,10.412,6.432,7.533,10.957,12.620,11.000,14.736,15.098,15.414,13.496,15.132,14.135,11.609,14.832,6.500,8.402,8.261,10.009,11.028,13.130,10.571,10.578,14.141,11.803,19.172,13.340,13.922,11.582,10.247,7.321,11.959,11.667,10.209,11.041,10.584,10.152,12.806,29.310,17.320,17.517,16.412,19.883,23.420,18.250,19.074,23.862,21.706,18.122,15.831,24.302,18.935,12.079,22.011,17.648,15.467,12.359,13.656,13.492,13.740,12.392,13.881,18.806,15.289,16.705,12.267,11.800,14.357,14.000,14.571,13.320,13.956,12.909,7.877,13.058,10.373,14.710,16.007,11.281
8.567,12.087,12.087,13.731,12.349,11.224,15.876,20.573,18.136,19.032,16.604,14.488,11.789,12.282,12.947,14.067,9.398,16.513,10.018,10.115,6.964,5.111,7.987,13.269,11.066,13.203,12.800,9.021,6.629,6.390,9.477,10.225,8.365,5.957,7.904,5.676,4.652,3.556,10.787,9.623,6.734,13.041,13.764,8.381,8.623,10.867,16.095,8.522,16.721,14.762,15.055,7.460,11.750,15.579,9.763,6.864,8.315,11.400,12.565,10.511,14.521,16.990,14.698,13.708,14.066,15.730,12.087,13.790,6.658,6.924,8.831,10.409,12.479,11.536,11.000,11.609,14.504,12.364,17.955,13.728,12.941,13.328,9.840,7.151,12.649,10.276,9.715,11.510,10.792,9.190,12.602,28.368,17.417,18.164,15.129,20.550,21.309,18.025,18.819,23.562,20.282,18.347,15.798,23.070,19.286,12.349,22.091,16.926,14.889,13.321,15.066,12.369,13.740,13.667,12.929,18.194,15.195,15.505,12.013,13.143,12.661,14.932,13.714,13.580,14.681,12.977,8.160,11.584,10.824,14.414,16.162,11.029
7.788,12.136,11.426,13.558,12.135,10.500,14.566,18.829,17.222,17.441,15.057,13.583,12.930,13.173,13.613,12.256,9.167,15.973,9.522,10.135,8.375,5.181,8.533,13.286,11.088,13.350,13.455,9.100,6.352,6.644,8.576,9.441,8.231,5.863,8.312,6.843,4.416,3.271,10.380,10.234,8.056,15.247,13.382,7.907,9.078,11.573,15.884,8.119,16.136,14.746,15.545,7.920,11.803,13.851,9.614,7.318,9.380,11.714,13.587,10.400,14.736,16.902,15.243,12.861,14.934,15.831,11.304,14.613,6.133,8.783,9.028,10.261,12.239,12.116,10.196,11.250,13.519,11.106,17.776,13.728,13.186,10.642,10.309,7.642,11.639,10.642,10.316,10.869,11.030,10.133,11.366,27.355,18.796,17.750,16.129,19.967,20.951,17.025,19.085,21.600,20.953,18.184,14.960,21.279,19.675,12.135,20.295,18.093,15.333,11.949,13.131,13.692,12.960,12.353,14.107,16.736,14.109,16.514,12.880,12.057,12.857,15.678,13.184,14.580,14.363,13.545,7.991,11.839,10.137,14.583,15.872,11.138
