Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12	Mean13	Mean14	Mean15	Mean16	Mean17	Mean18	Mean19	Mean20	Mean21	Mean22	Mean23	Mean24	Mean25	Mean26	Mean27	Mean28	Mean29	Mean30	Mean31	Mean32	Mean33	Mean34	Mean35	Mean36	Mean37	Mean38	Mean39	Mean40	Mean41	Mean42	Mean43	Mean44	Mean45	Mean46	Mean47	Mean48	Mean49	Mean50	Mean51	Mean52	Mean53	Mean54	Mean55	Mean56	Mean57	Mean58	Mean59	Mean60	Mean61	Mean62	Mean63	Mean64	Mean65	Mean66	Mean67	Mean68	Mean69	Mean70	Mean71	Mean72	Mean73	Mean74	Mean75	Mean76	Mean77	Mean78	Mean79	Mean80	Mean81	Mean82	Mean83	Mean84	Mean85	Mean86	Mean87	Mean88	Mean89	Mean90	Mean91	Mean92	Mean93	Mean94	Mean95	Mean96	Mean97	Mean98	Mean99	Mean100	Mean101	Mean102	Mean103	Mean104	Mean105	Mean106	Mean107	Mean108	Mean109	Mean110	Mean111	Mean112	Mean113	Mean114	Mean115	Mean116	Mean117	Mean118	Mean119	Mean120	Mean121	Mean122	Mean123	Mean124	Mean125	Mean126	Mean127	Mean128	Mean129	Mean130	Mean131	Mean132	Mean133	Mean134	Mean135	Mean136	Mean137	Mean138	Mean139	Mean140	Mean141	Mean142	Mean143	Mean144	Mean145	Mean146
64.353	72.150	94.914	82.284	77.759	100.670	84.661	105.457	96.875	95.973	104.783	88.619	70.319	85.320	103.987	94.937	99.647	85.235	49.892	64.900	53.051	87.354	83.750	69.520	67.694	69.019	67.361	64.425	57.587	95.791	106.857	96.362	63.929	55.048	115.652	54.255	56.097	48.466	42.755	47.415	36.842	44.171	56.631	52.494	52.061	46.200	68.470	47.973	68.843	57.075	68.507	73.257	64.764	59.382	78.480	50.514	47.840	37.143	58.454	58.400	61.236	59.000	69.129	60.612	42.381	39.720	43.436	44.366	69.028	57.430	61.795	59.140	73.111	75.345	71.596	74.122	84.150	81.423	94.986	72.422	85.539	73.417	73.590	51.140	58.167	50.597	58.455	70.243	70.198	92.976	61.557	69.104	78.829	102.788	71.052	98.676	73.022	86.843	73.911	72.948	102.408	136.203	102.400	77.765	132.575	98.604	99.906	92.744	133.655	110.396	106.041	97.062	143.110	91.145	80.805	59.571	47.407	47.818	48.033	77.117	55.434	64.938	72.729	92.366	57.524	57.533	58.298	57.762	36.070	63.222	54.781	54.395	90.107	84.216	62.615	53.600	47.386	45.803	45.940	52.424	39.627	42.104	55.600	94.259	107.869	108.608
62.098	75.907	97.700	79.358	79.342	103.709	82.027	109.900	96.567	93.667	107.913	85.714	68.069	81.907	103.603	94.221	100.882	78.059	51.892	71.467	58.797	87.040	82.037	68.120	63.944	67.185	64.222	61.225	56.538	93.352	106.308	96.623	64.771	52.952	115.935	51.333	55.236	48.420	40.520	47.681	40.053	45.183	57.285	50.258	50.629	45.697	69.689	47.014	71.139	57.183	67.000	68.743	65.753	61.875	81.367	54.135	47.479	37.554	59.402	57.867	56.792	55.292	69.743	58.959	39.488	39.246	44.077	44.429	69.413	56.050	60.260	57.200	75.111	74.483	70.670	69.612	82.425	82.231	94.174	73.356	85.966	71.932	71.705	49.605	56.196	51.610	57.580	70.447	68.663	88.965	61.533	67.338	75.529	99.141	72.423	100.252	72.843	87.235	76.139	74.655	102.439	136.489	99.862	77.875	134.575	99.283	99.042	94.223	138.017	110.036	107.673	98.396	142.474	89.349	86.366	58.714	48.741	45.351	49.264	77.533	55.192	64.902	66.438	91.742	56.641	57.054	54.426	58.416	37.420	63.139	57.466	55.803	88.036	83.054	67.269	51.482	50.757	45.329	47.194	50.237	39.000	41.625	52.867	91.052	104.726	110.392
63.745	73.196	94.514	78.582	80.063	105.981	81.562	104.671	95.971	92.793	108.493	89.214	69.319	81.907	101.942	89.368	98.569	80.588	53.419	68.000	59.525	88.566	80.222	67.213	67.028	64.815	65.500	64.400	56.413	93.110	105.791	93.319	63.557	49.024	114.957	55.275	54.875	47.818	45.186	47.468	43.184	42.671	56.831	48.921	50.364	47.842	67.220	46.524	70.339	54.774	67.775	71.543	64.888	60.654	79.990	53.081	49.851	36.545	58.412	57.060	60.625	55.833	69.971	59.605	40.536	39.488	39.205	42.089	68.930	55.450	62.283	61.140	73.472	73.681	72.330	75.265	85.692	87.173	92.435	71.411	84.337	73.121	70.992	49.721	57.971	49.338	54.188	69.039	69.614	88.740	60.449	67.630	76.200	100.980	70.588	99.586	73.483	89.451	73.747	72.655	115.367	140.932	101.103	78.000	136.059	97.623	96.281	93.380	136.241	109.703	106.082	101.917	136.675	90.747	85.122	61.476	54.352	46.481	47.110	82.567	53.859	65.688	67.396	95.441	55.485	56.946	56.298	62.158	37.530	62.083	54.425	56.579	85.839	82.865	68.615	51.365	48.657	47.658	46.075	50.881	39.746	41.083	55.967	95.224	104.012	113.284
63.784	70.710	97.171	79.134	79.975	101.718	80.911	106.457	97.798	93.505	106.261	86.810	70.611	83.747	104.744	92.642	97.941	81.235	53.183	67.100	57.763	88.919	81.019	67.160	67.861	67.981	65.056	58.875	54.981	94.736	109.143	96.754	64.564	52.786	121.804	52.422	57.000	47.920	42.951	47.064	39.263	44.976	57.846	50.820	54.371	46.376	69.220	46.163	67.783	57.065	66.408	68.686	65.393	60.618	75.173	52.946	48.915	36.339	55.330	56.767	57.722	56.583	71.186	57.463	42.071	38.362	41.744	42.991	68.203	56.930	58.047	57.480	77.778	72.655	69.606	75.898	85.625	85.462	92.580	76.889	83.921	71.652	69.770	50.744	54.980	50.091	56.464	64.660	68.386	87.787	59.772	68.513	76.714	98.141	68.701	100.550	74.697	88.627	77.291	76.759	127.724	139.857	102.441	77.860	138.353	101.226	102.135	91.504	139.914	110.937	106.816	105.323	132.773	90.723	82.902	60.214	57.611	49.429	47.934	80.025	54.303	66.071	63.823	92.505	56.301	60.826	55.574	60.099	38.320	63.259	58.658	58.289	85.696	87.459	63.769	50.741	48.857	45.145	45.060	51.034	39.203	42.729	52.200	101.966	99.655	111.743
64.784	73.075	94.057	80.567	80.747	102.233	83.545	104.700	97.808	98.126	102.580	93.905	68.597	82.667	112.263	94.158	97.147	81.735	52.161	65.089	57.695	85.869	80.731	66.520	67.306	67.630	69.361	60.550	56.279	94.802	113.516	94.855	64.057	54.167	115.543	52.343	57.597	48.000	44.431	46.319	36.395	44.171	58.277	49.742	51.500	47.242	69.341	46.816	68.470	56.581	70.324	72.829	66.270	61.934	75.561	45.649	48.074	37.580	56.227	56.900	57.597	56.458	70.814	60.088	41.905	38.961	45.872	44.312	69.028	54.750	59.598	59.760	73.917	71.776	73.000	72.653	86.008	90.808	93.667	78.711	85.517	71.902	72.336	48.698	54.833	50.948	56.161	68.350	70.168	88.970	61.383	67.773	74.071	97.152	67.536	100.694	71.191	87.275	74.633	72.862	149.133	139.241	101.979	80.647	138.065	100.000	99.094	90.992	143.810	109.532	102.653	104.771	129.435	90.952	86.610	60.821	55.833	50.403	46.978	79.850	51.475	65.223	67.292	90.946	56.136	58.348	52.489	59.327	38.400	60.519	55.082	54.842	86.161	83.270	67.846	52.235	50.086	47.382	47.179	48.458	40.373	41.729	50.233	105.500	102.167	109.108
60.275	71.813	93.386	80.851	82.405	105.117	86.393	106.743	98.337	91.063	104.812	88.762	71.028	82.907	120.436	91.158	96.706	76.382	52.796	66.156	57.102	87.293	80.269	64.427	66.444	67.722	64.194	58.075	58.279	97.978	117.143	96.203	66.636	53.000	116.239	51.539	56.736	49.466	42.931	46.074	40.947	43.146	56.915	50.247	51.894	46.897	69.677	48.000	69.539	57.817	68.408	70.371	60.067	60.544	73.571	46.405	47.287	38.205	56.845	58.880	56.764	56.500	71.243	59.878	42.512	38.778	41.026	44.768	68.860	56.330	60.205	61.180	70.250	70.181	71.541	75.286	85.750	90.212	96.000	75.822	83.090	71.818	70.418	50.721	57.029	49.247	54.304	64.981	67.891	86.959	59.653	66.344	77.129	93.929	73.948	103.658	73.135	91.020	75.975	76.948	155.918	138.992	106.821	81.426	137.248	96.547	99.698	92.694	146.448	113.441	102.286	103.219	129.500	88.096	80.561	60.690	58.926	49.377	47.527	78.842	51.333	64.196	67.500	90.753	55.194	58.935	55.830	57.614	37.880	60.213	52.863	54.566	84.768	78.838	67.038	50.600	48.729	44.697	46.373	52.407	40.220	41.104	53.633	106.241	102.429	110.162
61.922	71.000	96.457	78.239	80.873	103.282	83.339	105.557	99.212	94.207	107.246	91.738	69.139	85.587	122.795	96.832	96.196	76.735	50.548	64.989	55.373	88.848	81.407	70.373	63.361	68.444	60.333	62.475	58.288	98.648	119.692	96.087	67.329	53.381	119.609	53.686	54.986	47.580	44.686	47.543	40.079	44.476	57.277	50.416	53.833	46.618	70.817	47.476	70.513	57.570	68.662	72.486	60.056	61.206	74.439	51.730	48.319	36.446	57.041	58.187	57.958	55.250	69.700	58.721	40.881	39.657	44.179	44.250	67.853	54.900	60.669	60.440	75.861	69.681	75.000	73.163	83.850	90.500	94.580	77.478	84.135	72.318	70.770	49.767	54.755	49.831	55.571	67.476	68.099	88.574	60.126	68.948	73.729	98.313	80.784	105.468	75.640	90.020	78.595	76.259	164.765	141.782	105.966	81.397	137.059	99.038	103.646	100.355	153.362	113.090	102.469	103.823	127.130	89.554	82.707	61.488	56.963	48.857	46.956	83.175	54.283	62.384	63.510	80.376	54.184	59.533	56.000	59.832	38.510	63.389	51.863	55.487	86.696	82.676	64.885	53.341	49.386	46.566	47.119	48.847	41.780	39.271	54.967	104.672	102.571	113.459
64.255	71.178	97.886	79.433	80.089	102.942	82.375	108.871	101.452	96.559	106.058	87.976	68.542	84.733	125.590	95.789	99.127	78.000	50.344	65.233	58.390	89.152	80.259	69.480	68.667	69.500	65.361	66.100	59.721	102.725	123.088	97.768	65.850	56.190	121.609	54.078	53.875	49.920	42.971	45.447	36.632	46.415	58.392	51.045	53.788	46.242	69.982	48.714	67.704	58.527	64.127	68.514	60.944	58.279	75.367	55.405	48.691	37.723	55.052	58.527	59.319	56.000	69.043	57.844	41.821	39.841	43.769	43.366	69.734	56.000	60.433	58.920	74.861	70.517	77.459	76.286	86.925	89.019	101.754	80.978	84.539	72.902	68.762	47.674	55.931	47.610	54.616	66.311	68.614	86.710	61.228	69.526	76.114	95.707	80.763	105.225	74.989	93.059	77.203	76.397	172.888	144.368	107.807	81.000	141.412	103.528	106.542	100.810	156.207	112.991	106.633	110.031	125.032	91.434	83.366	59.381	56.037	50.468	46.879	83.492	53.313	64.795	62.635	76.774	53.621	56.174	52.532	56.030	37.560	62.667	53.630	53.224	87.000	80.459	68.269	52.729	51.814	47.697	46.642	49.000	39.322	39.438	52.400	108.241	104.024	110.811
63.118	73.935	99.629	81.000	82.203	104.767	83.330	107.243	102.779	95.126	105.261	94.048	69.722	84.107	125.468	95.716	97.029	81.029	51.226	69.756	59.746	87.030	81.481	68.280	65.083	69.167	62.889	59.950	58.327	103.242	126.901	99.638	64.686	55.000	121.043	53.912	55.431	46.602	44.431	45.330	39.974	45.244	57.285	49.169	54.182	46.061	71.689	49.633	68.122	58.613	68.000	73.114	62.742	60.676	74.071	51.405	47.681	37.643	56.773	58.187	57.167	58.167	70.286	59.721	42.262	39.952	45.564	43.295	70.937	56.890	59.008	60.680	73.917	69.931	78.321	76.327	89.900	89.981	99.942	77.867	81.045	71.735	70.967	51.140	55.108	50.234	53.696	68.553	68.743	88.734	62.665	68.078	71.143	96.788	80.289	107.072	77.360	91.255	76.899	75.793	181.224	146.737	110.000	80.221	144.647	105.528	108.625	104.306	160.793	115.577	107.490	108.510	123.149	92.084	83.927	64.905	57.500	48.571	48.648	83.608	53.687	67.045	69.719	82.763	54.320	52.207	47.681	48.634	38.110	62.926	51.027	53.763	88.089	84.757	68.654	53.576	50.186	44.513	46.731	48.797	39.322	42.688	54.867	108.517	105.929	110.622
63.765	72.935	99.386	79.209	82.658	105.709	83.938	103.343	100.442	96.009	108.986	91.643	68.750	82.813	125.955	96.737	98.176	74.765	53.892	69.689	58.373	84.525	82.639	68.373	63.111	67.815	63.167	62.250	57.519	100.286	126.670	98.710	66.236	58.333	120.130	54.020	53.083	48.102	43.716	45.532	38.237	43.549	54.477	51.618	51.614	44.921	70.274	48.361	70.565	57.763	68.352	71.486	60.584	61.493	74.622	48.432	47.989	36.955	57.515	58.227	56.986	52.375	65.814	59.871	42.560	39.493	43.308	44.429	68.573	54.340	60.236	60.400	75.222	71.828	80.339	74.041	88.783	93.288	99.826	81.444	82.090	72.848	71.828	45.860	54.088	51.052	56.866	66.728	68.921	87.876	60.353	70.396	75.300	98.939	80.021	106.144	77.461	92.118	76.278	76.845	191.765	146.165	109.014	80.978	139.497	105.434	105.031	99.504	163.845	111.685	101.939	107.938	120.045	95.916	82.171	63.929	55.037	47.558	46.846	82.217	53.970	64.795	66.646	90.258	56.903	55.489	48.383	49.347	37.260	62.148	54.671	54.539	84.946	82.541	64.269	53.271	47.557	46.816	44.940	48.458	40.119	45.229	56.067	110.397	110.595	114.432
65.804	73.215	99.857	81.269	79.418	104.631	87.482	107.771	102.048	95.324	110.797	90.167	68.417	87.680	123.128	96.158	99.461	77.176	57.828	77.011	59.525	87.384	80.352	68.720	65.528	63.185	63.972	65.125	55.875	99.857	123.956	104.971	68.179	52.881	122.652	53.833	54.194	47.080	44.353	44.468	39.658	43.561	55.292	50.809	53.136	47.248	70.982	48.599	70.087	57.839	65.423	70.571	61.101	60.382	74.469	49.838	49.160	36.188	57.289	59.060	56.875	58.292	72.829	58.932	42.845	38.715	42.282	43.268	68.895	54.640	60.598	62.040	74.056	69.750	84.670	80.796	89.992	91.577	100.333	82.533	82.483	70.227	70.566	49.302	54.755	50.195	54.768	68.981	68.802	89.521	59.952	68.909	72.643	98.727	75.392	106.955	76.247	92.275	79.392	76.293	205.133	152.481	110.041	80.176	139.118	104.887	108.312	103.331	164.966	116.261	103.592	111.010	120.695	91.566	83.415	60.405	54.741	47.429	46.462	81.950	53.768	68.893	63.927	84.914	56.816	58.967	53.787	54.257	40.640	63.509	53.247	55.395	88.446	84.676	66.115	53.541	51.029	46.645	48.358	49.305	40.407	42.938	53.833	118.224	113.917	120.446
64.412	75.664	101.971	79.657	83.608	108.320	87.545	106.757	101.096	98.793	108.884	93.976	73.681	92.347	134.173	96.505	104.520	75.824	62.398	79.500	65.322	85.323	85.269	68.960	66.139	67.833	68.139	61.225	54.365	100.868	123.769	109.130	70.679	56.833	123.978	54.363	55.083	48.557	48.010	49.840	41.553	44.451	53.462	50.461	52.962	45.479	71.768	47.442	67.539	59.591	66.197	70.514	68.056	62.662	77.204	52.514	50.202	39.143	57.907	58.940	59.597	58.708	73.257	60.653	42.286	39.614	44.615	44.884	68.455	56.870	61.346	61.200	79.556	71.164	88.569	78.061	89.417	90.692	103.159	86.644	82.640	74.614	69.926	48.442	52.216	49.104	56.330	67.738	69.218	87.178	61.503	69.234	76.329	95.747	73.423	106.703	78.719	95.118	79.975	80.810	214.510	161.361	109.848	81.265	136.288	104.868	115.000	109.826	168.448	115.694	106.796	116.292	117.578	93.530	87.366	62.714	52.852	48.377	46.473	79.708	55.919	69.143	67.365	91.430	56.641	61.837	57.617	56.891	46.760	65.194	54.315	55.526	92.679	83.919	65.615	55.600	49.557	46.355	47.284	50.678	40.678	43.646	52.967	118.845	114.250	119.838
65.980	73.720	101.429	80.194	86.392	106.107	86.527	107.929	101.115	98.432	110.623	94.143	73.389	91.747	150.321	95.621	105.559	76.941	62.839	83.133	67.475	89.626	84.685	69.173	68.389	67.204	68.722	57.475	57.327	101.308	120.747	106.043	72.350	57.405	123.304	54.324	56.167	50.602	47.294	45.362	39.053	45.402	53.569	51.146	53.015	45.788	70.823	49.231	70.009	59.043	67.718	71.771	59.978	62.787	73.316	51.703	48.415	36.116	54.423	62.967	58.111	61.625	69.829	61.156	44.381	40.391	47.103	45.652	67.308	54.930	60.677	61.120	74.806	70.164	89.798	80.306	87.683	91.750	101.391	84.811	81.135	71.379	70.590	48.581	53.873	49.169	54.804	66.437	70.446	90.544	60.898	68.695	76.129	96.111	72.907	110.441	79.180	95.961	78.013	79.690	218.480	163.594	110.110	82.125	138.052	100.868	113.927	117.479	163.466	119.703	108.429	117.073	121.890	93.373	91.122	61.833	56.056	47.325	46.187	81.550	55.475	68.125	66.667	89.473	57.194	63.087	55.915	60.010	48.470	63.056	55.247	58.487	91.411	81.568	61.846	53.012	48.300	45.289	46.164	47.814	38.237	43.646	53.533	118.138	118.381	122.446
65.471	74.215	102.929	82.478	81.987	108.000	89.527	111.543	101.404	98.369	107.391	96.476	71.486	95.293	163.603	99.674	104.706	71.206	66.710	82.889	75.305	91.212	88.796	71.760	68.028	67.556	66.278	59.000	58.327	99.879	125.253	108.406	71.536	53.786	118.870	55.000	54.931	47.375	44.412	48.213	38.763	44.939	52.631	50.573	52.136	46.455	72.524	47.571	70.548	59.366	66.648	69.943	59.719	60.904	71.622	48.000	49.106	38.429	54.423	59.180	60.917	55.083	71.500	60.347	42.119	39.213	45.308	42.795	69.923	56.930	61.906	58.700	75.444	73.259	92.844	80.612	90.417	92.173	104.072	84.933	82.978	73.591	68.705	47.488	52.382	48.351	54.116	66.573	70.535	88.053	61.539	70.110	77.814	96.040	73.433	110.973	78.191	96.706	81.076	81.293	215.561	169.271	115.800	79.699	136.418	109.679	112.594	121.488	161.362	118.712	108.633	124.562	125.104	95.084	86.732	65.417	59.037	48.688	46.681	75.667	55.374	67.804	65.781	88.699	58.524	61.348	55.106	60.891	50.680	63.194	53.055	60.026	90.929	87.297	68.769	53.047	50.000	48.500	49.343	48.322	41.424	44.292	55.633	121.397	125.429	120.554
65.980	74.822	114.329	82.552	86.177	106.068	92.696	115.343	105.529	101.306	108.855	96.024	72.208	94.827	165.404	101.274	106.353	72.471	69.065	85.578	72.407	89.717	90.000	68.520	73.778	68.556	64.306	67.325	58.144	104.846	131.242	109.696	72.729	54.333	118.674	55.539	56.986	51.250	45.775	46.596	40.263	47.061	52.300	49.416	54.811	46.988	70.396	50.211	69.722	58.817	67.310	70.057	60.899	61.985	75.847	50.703	49.755	38.571	56.443	59.967	60.167	57.125	68.500	62.361	44.655	39.507	44.974	44.670	70.972	57.310	61.559	59.240	81.194	73.078	96.037	81.592	92.000	93.038	99.667	85.589	84.663	75.462	69.893	52.674	55.922	50.455	58.036	68.932	71.802	89.627	59.838	70.526	74.814	91.737	81.804	115.541	81.438	99.529	82.911	82.172	219.194	173.128	116.248	84.721	142.595	110.755	120.552	134.496	166.431	123.477	112.265	133.854	133.195	94.458	89.122	67.500	54.444	45.909	46.352	80.025	51.778	67.696	66.010	90.570	58.398	59.217	58.128	58.960	50.630	64.472	51.548	60.382	91.411	83.541	70.077	54.941	51.400	47.355	48.955	50.475	42.797	43.958	58.333	122.638	133.405	119.446
68.000	77.009	114.829	84.716	91.785	114.466	93.661	126.343	107.548	101.793	110.174	99.762	75.903	96.653	169.737	101.158	105.647	78.441	68.441	89.833	74.542	91.869	92.593	73.813	72.444	69.407	68.556	61.525	57.798	104.297	128.451	108.667	73.307	55.357	124.348	54.951	56.097	49.261	45.020	45.968	38.632	45.488	54.285	50.809	55.129	47.200	71.463	50.061	69.113	60.968	67.887	69.429	62.090	63.640	76.490	50.459	51.670	39.009	56.103	60.720	57.694	57.625	73.343	61.605	43.917	41.029	44.179	44.839	72.734	54.840	61.874	61.120	83.389	72.362	96.991	82.673	90.183	103.231	102.507	85.489	86.764	74.614	71.738	49.465	55.245	49.364	59.982	67.107	71.050	91.521	60.952	68.929	73.700	95.141	82.165	120.919	79.708	101.588	84.532	81.500	213.255	177.135	118.290	84.596	144.392	116.245	127.479	138.810	171.345	125.604	115.469	136.917	133.779	99.410	88.024	66.143	56.352	49.312	48.516	80.675	54.424	68.750	63.083	88.258	57.845	62.033	57.447	62.881	57.170	66.056	53.877	62.618	95.946	87.108	69.269	55.706	52.629	48.039	50.761	53.254	43.746	45.354	57.733	119.655	142.821	122.054
70.176	79.131	119.214	88.821	91.519	112.990	92.339	121.229	110.096	108.225	120.072	100.738	77.236	101.507	169.051	102.537	110.039	78.412	67.247	90.733	80.797	91.879	92.120	75.373	72.944	69.981	70.528	65.925	61.048	102.484	126.549	105.609	72.229	54.190	120.130	55.069	57.125	50.841	45.520	48.053	41.368	44.061	52.146	52.843	55.652	48.818	74.012	50.939	71.957	59.796	70.915	70.743	64.640	63.897	77.520	54.865	51.755	39.804	58.155	60.780	59.889	56.750	73.200	63.422	46.286	41.995	46.154	44.973	71.448	59.010	62.449	60.860	84.472	72.000	94.963	80.633	90.433	104.577	105.580	84.089	85.281	74.795	70.951	51.791	54.980	48.727	57.857	68.087	73.366	93.840	62.832	70.318	77.957	93.879	81.928	127.604	81.247	98.824	85.848	82.000	215.010	179.308	116.490	87.941	146.856	113.396	125.229	144.182	181.914	127.748	119.694	137.062	134.078	101.012	91.512	69.810	62.185	51.078	48.945	80.858	53.343	70.714	66.833	89.398	60.718	62.989	56.979	61.168	55.240	66.648	53.507	61.737	90.500	91.243	72.577	60.659	54.400	51.158	50.687	53.169	47.593	44.354	60.800	125.328	144.857	122.568
69.490	78.364	117.157	92.418	94.797	114.272	95.223	123.371	109.183	105.288	128.406	103.119	78.597	102.960	173.212	102.032	109.255	76.118	67.462	90.267	82.525	92.838	95.315	71.520	71.944	71.130	67.694	63.800	60.048	103.681	126.033	112.507	70.414	55.143	124.087	55.451	55.264	50.080	46.843	47.213	41.605	46.268	54.092	53.292	54.788	49.055	72.470	52.571	73.278	57.075	68.535	70.143	64.034	63.074	79.092	53.378	49.426	39.107	56.619	63.500	59.431	56.625	73.914	62.769	44.536	42.841	45.821	46.027	71.503	57.750	63.646	62.700	83.306	73.190	96.835	82.571	90.758	110.077	102.536	88.178	84.270	75.417	73.008	51.326	57.431	52.455	58.036	66.495	71.317	94.035	62.874	70.292	79.400	91.374	84.268	124.586	85.281	105.137	88.494	85.845	205.765	180.857	119.379	90.176	146.020	117.038	132.062	159.430	187.500	130.315	124.551	146.635	142.812	103.096	93.341	72.774	62.037	51.169	48.440	82.317	55.020	72.009	69.365	88.118	61.068	60.674	54.426	59.574	55.570	67.898	54.192	64.421	93.232	93.189	70.846	55.753	52.486	51.553	51.746	52.525	45.525	46.875	54.500	121.741	146.012	120.351
72.667	82.280	114.529	89.970	95.443	114.777	93.036	122.286	108.990	108.297	132.362	103.952	78.042	101.547	171.064	100.821	110.235	74.824	67.452	90.622	78.271	90.798	95.454	73.587	71.889	75.056	67.139	65.400	60.394	103.967	124.923	106.449	68.807	58.095	115.239	54.912	55.486	51.307	45.206	47.872	38.289	45.549	56.815	51.483	55.455	48.170	76.043	49.524	70.539	60.387	70.366	72.200	65.180	64.743	78.673	52.676	53.170	39.893	56.113	60.793	61.431	60.458	72.586	62.272	46.583	41.222	46.000	45.991	72.762	58.270	62.906	61.000	77.083	72.086	95.853	83.571	89.242	109.404	101.623	91.133	86.000	74.462	72.320	51.907	56.667	54.182	59.973	70.165	72.277	94.331	62.186	71.195	83.829	89.636	81.381	127.550	84.079	105.608	90.114	87.466	201.786	177.940	116.441	89.404	148.673	119.132	135.156	166.306	184.879	132.099	125.102	146.729	144.773	99.964	95.878	72.262	61.722	50.455	46.670	82.725	56.697	70.438	66.698	91.774	64.097	62.609	65.511	61.891	53.280	66.352	55.493	61.395	92.196	92.027	78.154	59.176	56.343	51.303	53.164	56.136	47.610	47.917	59.700	121.448	155.405	126.568
70.784	82.000	118.514	92.866	97.076	114.223	95.670	120.629	111.019	107.865	138.275	102.738	75.653	101.560	167.154	101.147	106.843	77.882	66.570	91.700	80.847	92.081	94.815	71.973	70.861	72.815	67.250	65.900	59.904	106.176	125.626	107.449	71.850	56.810	121.978	57.304	59.931	52.580	45.098	47.426	40.211	44.305	56.185	51.101	55.583	51.024	74.372	52.320	70.887	60.892	72.254	73.400	67.157	63.199	77.969	54.622	54.351	39.402	58.577	61.760	62.583	57.083	74.971	63.714	44.429	41.536	50.436	45.911	73.825	56.840	63.189	62.400	78.472	72.448	93.936	82.735	90.017	109.962	99.420	87.000	88.247	74.098	73.705	55.581	57.118	53.442	60.482	68.214	71.822	96.355	62.784	70.864	79.471	93.152	79.866	128.658	85.146	103.627	89.899	90.017	194.286	176.767	115.628	89.963	148.588	119.509	132.458	174.959	182.638	131.631	124.531	150.479	147.597	104.855	98.829	74.905	58.481	52.104	46.033	83.467	56.131	72.902	66.250	80.925	65.660	61.870	58.681	60.822	55.000	68.083	52.027	60.803	96.679	89.919	74.962	60.282	56.043	55.539	52.552	55.119	47.390	50.479	58.600	121.293	163.000	134.878
69.608	81.262	120.971	91.851	93.911	115.175	94.348	117.857	108.769	109.604	135.478	102.881	78.847	101.720	161.724	101.884	109.686	81.647	67.839	91.011	80.831	92.465	95.009	73.733	67.500	69.667	66.528	61.050	57.827	101.604	122.681	103.174	71.007	56.667	121.283	55.637	55.778	52.455	47.520	47.617	39.737	46.683	56.662	52.146	53.735	47.806	73.378	51.129	69.635	61.581	69.423	74.400	64.461	63.331	76.276	52.568	50.660	40.045	57.052	61.820	60.653	56.917	71.371	61.327	44.690	42.290	46.538	48.393	69.916	58.120	63.630	61.960	76.583	73.233	93.018	84.020	92.475	113.769	100.464	86.267	85.596	75.053	74.402	53.279	55.971	53.701	59.705	71.476	71.317	94.556	62.874	71.929	76.114	89.283	81.969	131.667	85.955	106.196	90.127	87.931	190.612	178.203	115.041	89.971	145.804	117.434	139.052	178.050	179.310	130.450	132.449	151.333	145.682	102.036	93.317	73.012	56.833	49.857	46.033	83.267	57.323	71.420	63.854	85.763	63.534	59.446	57.915	59.010	53.750	66.880	51.712	63.645	93.500	91.892	74.692	60.094	54.271	52.171	53.507	54.119	46.678	46.396	59.633	116.793	168.321	140.811
69.706	79.374	117.357	97.134	96.342	117.155	95.170	117.729	108.683	109.261	137.739	103.310	75.458	100.893	160.288	102.421	109.676	78.176	70.387	92.056	88.847	88.131	91.898	73.547	70.444	68.352	67.083	60.275	59.635	103.440	122.165	106.768	71.457	57.357	118.174	55.353	56.056	50.420	45.824	47.830	42.921	47.171	57.646	52.101	55.909	49.158	72.134	49.844	74.078	61.086	67.141	69.886	61.528	65.066	78.949	54.216	51.691	41.205	55.876	61.067	61.194	61.000	72.600	63.129	44.929	40.894	46.436	46.545	73.895	58.180	63.890	62.000	79.583	72.534	91.982	85.327	91.192	113.212	98.957	87.122	83.202	74.705	71.828	52.233	56.471	54.623	60.464	67.495	71.386	97.302	61.557	70.701	79.071	89.505	80.670	132.180	86.011	107.196	94.709	84.603	186.694	176.917	115.552	88.184	146.052	120.906	144.406	183.413	186.207	136.874	136.388	158.062	144.019	102.193	97.683	75.238	56.296	51.169	47.242	81.233	55.182	71.982	65.854	89.194	65.184	61.565	56.787	57.723	51.540	68.343	53.288	59.329	93.304	92.730	86.269	58.024	53.843	51.171	52.731	54.203	44.051	52.062	62.367	118.862	161.560	139.595
