 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59
810,1683.919,1605.110,1298.230,1422.274,1259.295,1592.132,1387.193,1808.158,1804.596,1654.159,2007.809,1649.140,1386.541,1428.515,1562.789,1441.338,2379.031,1636.360,1547.305,1763.724,1972.769,1455.600,1828.438,1359.164,1623.866,1644.924,1985.316,1605.929,1788.419,2011.528,1859.951,1851.113,1643.823,2282.615,1748.861,1472.839,2577.737,2557.580,1376.670,1470.456,1592.740,2093.893,1476.349,1321.906,1668.782,1259.520,5339.333,2066.595,1574.243,1478.659,1291.302,2260.040,1461.323,2186.062,2170.444,1331.188,1518.439,1693.082,1433.873
811,1697.663,1637.959,1303.109,1450.583,1247.525,1624.609,1414.239,1696.432,1822.333,1632.650,1937.327,1647.049,1403.418,1498.677,1544.039,1424.441,2294.095,1648.971,1588.867,1793.579,1906.363,1432.491,1824.660,1334.193,1607.722,1622.717,1980.684,1608.092,1846.388,1985.792,1894.418,1768.795,1668.353,2335.879,1698.562,1487.286,2630.594,2555.794,1373.385,1410.476,1530.107,1950.040,1499.682,1314.133,1663.487,1258.020,5810.124,2108.576,1564.660,1494.884,1284.500,2155.760,1463.818,2008.821,2220.222,1338.973,1497.794,1734.771,1426.068
812,1757.965,1689.021,1302.230,1410.417,1264.396,1603.450,1458.128,1608.596,1794.637,1645.586,1900.171,1644.797,1421.705,1480.818,1623.829,1408.945,2341.179,1683.993,1590.188,1809.124,1836.901,1464.139,1828.163,1377.214,1631.155,1682.545,1963.059,1615.940,1817.550,1991.944,1885.154,1743.132,1654.684,2373.264,1691.075,1483.607,2669.699,2578.328,1394.495,1407.684,1512.695,1884.412,1493.955,1323.359,1674.949,1290.980,6250.346,2132.829,1555.466,1551.922,1322.353,2169.370,1464.000,2099.519,2221.347,1377.777,1520.028,1803.975,1459.610
813,1727.907,1592.219,1325.845,1411.238,1287.130,1627.556,1430.119,1557.521,1866.058,1681.166,2016.292,1647.741,1434.492,1460.596,1561.526,1394.359,2321.547,1662.346,1579.297,1805.676,1917.593,1447.461,1831.693,1362.379,1709.969,1677.641,1978.552,1595.777,1817.829,2047.528,1886.632,1887.219,1672.147,2352.791,1635.246,1470.964,2605.263,2564.321,1348.484,1384.083,1460.649,2082.209,1563.803,1338.367,1635.321,1301.487,5894.790,2147.392,1551.670,1510.388,1303.353,2286.820,1476.778,2446.179,2519.292,1363.438,1504.449,2052.664,1459.119
814,1740.198,1579.575,1342.621,1376.214,1284.281,1604.550,1403.899,1692.137,1945.257,1651.408,2173.181,1644.245,1426.393,1448.778,1518.763,1441.593,2299.400,1658.963,1573.125,1777.365,2081.011,1433.782,1871.471,1353.536,1639.763,1661.414,1999.463,1577.049,1805.481,2084.764,1853.868,1909.576,1674.213,2371.879,1652.353,1455.429,2592.519,2576.977,1391.176,1474.388,1573.038,2296.955,1465.091,1359.148,1686.872,1285.305,5278.469,2121.943,1530.796,1508.078,1290.471,2203.630,1447.636,2402.660,2391.444,1359.777,1537.645,1974.041,1430.254
815,1760.070,1565.445,1333.052,1404.833,1253.748,1593.079,1387.211,1743.945,1897.129,1601.936,2073.563,1636.231,1398.893,1436.283,1518.263,1465.807,2284.063,1648.081,1534.133,1741.772,1971.143,1410.521,1889.503,1332.914,1607.825,1664.931,2008.331,1581.821,1798.504,2042.264,1840.527,1781.371,1648.419,2254.550,1612.262,1447.661,2586.263,2504.679,1375.022,1461.490,1608.687,2206.966,1442.606,1311.609,1643.103,1261.773,4799.432,2086.703,1471.981,1484.698,1292.566,2158.770,1442.485,2241.667,2313.944,1370.759,1526.813,1844.229,1422.644
816,1742.744,1528.644,1273.431,1392.107,1226.144,1621.974,1388.927,1676.952,1828.672,1604.395,1984.905,1619.238,1385.484,1409.121,1558.684,1413.821,2342.389,1635.912,1501.852,1733.669,1889.132,1420.533,1794.954,1323.329,1608.072,1635.262,1926.882,1579.658,1767.163,1933.778,1851.055,1758.868,1639.544,2220.011,1611.294,1407.036,2591.233,2512.443,1356.868,1402.209,1557.496,2117.169,1471.909,1323.625,1619.410,1238.552,4347.667,2004.924,1439.320,1468.264,1266.757,2196.910,1451.566,2095.444,2264.625,1324.304,1462.925,1714.738,1415.839
817,1738.640,1509.979,1237.046,1342.548,1234.460,1597.662,1355.688,1575.370,1794.901,1608.822,1880.849,1591.483,1364.254,1400.121,1516.145,1357.917,2331.242,1656.860,1539.750,1765.731,1786.813,1429.455,1799.621,1336.886,1568.031,1634.269,1903.632,1565.940,1801.171,1948.431,1848.011,1682.821,1653.338,2274.198,1604.727,1400.839,2555.684,2531.779,1351.462,1386.311,1503.260,2023.734,1457.833,1311.969,1664.769,1229.123,4319.259,2047.146,1436.602,1443.473,1261.757,2163.640,1462.222,2023.778,2132.917,1323.464,1414.299,1653.607,1389.424
818,1708.663,1516.514,1253.316,1331.548,1192.619,1569.848,1373.477,1509.007,1744.848,1608.720,1845.809,1585.573,1330.205,1397.242,1532.000,1328.669,2265.863,1635.015,1492.227,1724.283,1772.692,1425.461,1769.765,1322.036,1583.546,1613.614,1952.566,1541.277,1747.233,1899.111,1815.687,1618.040,1589.375,2291.769,1592.898,1406.893,2504.226,2508.557,1333.429,1343.791,1465.588,1876.633,1398.651,1274.930,1607.692,1233.831,4052.099,2017.133,1443.379,1427.155,1275.654,2157.470,1442.889,1906.321,2103.667,1309.571,1404.327,1574.303,1426.559
819,1728.942,1560.575,1260.523,1417.417,1226.827,1588.252,1414.009,1447.199,1724.982,1631.631,1875.432,1618.664,1402.951,1439.626,1547.724,1309.138,2263.653,1660.169,1548.141,1765.166,1729.308,1426.970,1801.320,1340.564,1593.072,1677.297,2003.757,1567.375,1806.736,1957.403,1843.615,1635.053,1635.846,2260.692,1587.888,1392.946,2542.834,2557.275,1370.341,1338.219,1476.725,1835.429,1472.894,1308.891,1659.782,1262.818,4743.407,2025.386,1525.330,1480.837,1281.081,2147.950,1446.970,1894.019,2161.236,1344.027,1435.439,1590.328,1435.610
820,1731.698,1581.555,1261.994,1381.821,1253.950,1612.543,1405.248,1457.336,1742.485,1646.752,1811.744,1613.301,1395.287,1456.323,1578.329,1318.731,2282.905,1650.640,1549.188,1738.821,1739.242,1440.048,1818.092,1343.629,1629.783,1648.179,1975.860,1607.266,1780.101,1931.708,1881.527,1625.609,1649.228,2304.736,1599.160,1468.607,2583.594,2470.809,1399.868,1340.180,1398.405,1756.379,1475.970,1295.383,1638.359,1276.740,4523.124,2038.354,1539.194,1478.333,1268.632,2170.660,1469.354,1789.586,2073.667,1337.438,1512.673,1594.467,1450.000
821,1723.826,1539.466,1238.000,1353.690,1228.424,1628.987,1373.450,1370.671,1698.620,1612.121,1826.558,1609.294,1387.729,1426.949,1526.658,1286.938,2297.442,1626.404,1499.805,1733.338,1676.484,1439.085,1763.608,1328.193,1597.124,1650.917,1969.765,1592.217,1787.767,1917.056,1851.769,1557.172,1653.471,2321.791,1606.198,1431.321,2581.699,2542.702,1363.132,1322.029,1346.191,1724.480,1450.606,1305.609,1635.667,1268.130,4164.074,2041.842,1493.670,1478.628,1289.103,2118.770,1431.778,1716.358,2023.417,1322.866,1423.944,1530.926,1415.669
822,1722.581,1540.000,1225.011,1386.071,1201.216,1586.430,1398.523,1372.151,1702.491,1629.019,1769.648,1612.657,1383.631,1446.566,1536.855,1288.814,2248.000,1659.110,1492.367,1756.552,1613.429,1391.691,1746.301,1312.493,1627.959,1625.724,1929.846,1574.348,1810.194,1905.208,1799.615,1546.497,1642.750,2363.286,1575.931,1409.179,2538.797,2559.031,1367.011,1286.772,1319.466,1656.559,1461.151,1271.289,1639.577,1242.669,3713.568,2004.367,1432.719,1470.566,1287.625,2167.230,1423.646,1664.753,2057.972,1327.911,1394.094,1501.836,1435.907
823,1703.314,1511.767,1214.787,1368.452,1212.288,1582.172,1397.725,1352.890,1659.240,1588.261,1737.176,1593.944,1371.148,1398.434,1518.605,1242.069,2303.305,1609.441,1490.062,1765.317,1634.132,1390.146,1759.444,1284.407,1590.371,1609.214,1928.507,1561.668,1785.651,1858.875,1799.456,1521.477,1591.588,2320.341,1582.075,1388.875,2536.707,2524.053,1355.341,1249.568,1321.336,1565.181,1486.667,1254.578,1651.269,1219.825,3421.259,1967.601,1418.728,1454.884,1260.904,2199.470,1440.000,1636.907,1962.500,1290.679,1383.430,1475.385,1420.797
824,1683.814,1515.260,1205.086,1373.964,1182.496,1587.384,1346.376,1353.048,1659.211,1597.522,1718.352,1592.734,1368.361,1392.273,1542.711,1257.214,2270.116,1623.772,1458.625,1719.379,1631.593,1397.606,1755.471,1311.871,1560.041,1608.531,1927.743,1554.707,1753.171,1845.486,1803.923,1486.424,1610.493,2326.187,1554.390,1381.429,2554.699,2521.382,1341.758,1227.636,1279.885,1548.102,1452.212,1263.992,1653.885,1235.338,3170.124,1992.329,1412.495,1460.783,1266.647,2141.240,1452.768,1578.883,2019.444,1326.812,1367.290,1445.262,1404.347
825,1686.523,1511.979,1204.672,1362.143,1194.561,1583.722,1374.615,1289.870,1655.135,1591.057,1722.045,1573.923,1389.861,1405.414,1505.408,1239.490,2268.474,1593.581,1467.398,1730.545,1606.253,1403.139,1748.033,1268.243,1578.247,1622.352,1894.919,1552.870,1783.194,1865.014,1817.890,1490.682,1605.853,2302.231,1548.631,1405.929,2592.594,2501.458,1316.407,1237.112,1278.458,1536.333,1413.061,1223.656,1634.974,1237.734,2968.235,1985.810,1401.563,1452.310,1253.338,2179.670,1425.263,1591.691,2032.139,1281.884,1361.477,1425.688,1414.669
826,1721.640,1493.171,1210.057,1340.988,1196.935,1560.556,1391.055,1310.158,1607.620,1612.439,1690.794,1576.007,1358.705,1385.778,1472.487,1258.421,2274.947,1613.022,1472.188,1723.752,1536.187,1418.261,1732.876,1295.600,1584.309,1602.365,1970.603,1552.120,1783.054,1922.500,1821.440,1470.556,1623.816,2286.308,1560.802,1389.429,2560.534,2464.603,1303.505,1228.544,1271.481,1517.774,1410.364,1269.023,1604.679,1228.604,2884.716,1978.285,1380.233,1448.240,1250.235,2167.340,1440.384,1537.642,2004.833,1296.420,1364.374,1432.098,1408.475
827,1715.012,1472.021,1201.506,1329.738,1189.597,1581.166,1403.046,1316.658,1630.094,1626.318,1697.829,1568.496,1364.320,1386.838,1489.039,1255.510,2234.232,1658.066,1487.414,1704.579,1553.330,1398.370,1777.333,1290.229,1567.773,1631.924,1936.081,1519.804,1763.434,1874.083,1830.220,1478.596,1624.625,2354.242,1544.567,1440.750,2531.113,2504.191,1311.176,1234.534,1257.954,1481.870,1414.879,1231.484,1640.487,1239.487,2683.198,1959.203,1370.485,1413.527,1244.132,2153.170,1401.808,1525.648,2052.556,1317.714,1328.262,1443.131,1419.458
828,1705.093,1488.479,1217.695,1355.750,1185.180,1598.305,1363.468,1288.404,1656.088,1592.089,1695.000,1617.399,1344.434,1398.131,1516.342,1231.697,2294.842,1584.868,1461.984,1743.607,1602.308,1402.224,1772.758,1290.793,1571.381,1628.517,1934.823,1556.179,1779.651,1847.361,1839.071,1472.258,1610.618,2353.143,1574.545,1418.107,2533.511,2474.137,1298.802,1242.951,1237.076,1480.418,1419.682,1252.703,1655.103,1226.539,2583.654,1961.905,1404.495,1452.039,1267.331,2176.840,1422.808,1513.451,2035.750,1330.964,1335.533,1436.484,1422.373
829,1685.326,1463.651,1207.259,1355.357,1191.353,1583.868,1352.697,1302.432,1619.924,1571.834,1669.151,1554.566,1369.500,1382.626,1504.211,1237.869,2314.116,1618.154,1450.375,1698.683,1543.264,1405.788,1727.941,1302.229,1580.371,1577.317,1932.022,1538.647,1747.101,1862.597,1829.852,1457.020,1616.603,2252.121,1546.529,1375.018,2530.602,2479.374,1330.011,1229.636,1220.427,1441.390,1406.712,1233.352,1620.500,1233.747,2484.654,1962.734,1405.252,1406.411,1243.162,2149.790,1396.333,1484.802,1957.972,1289.973,1339.570,1402.352,1413.610
830,1664.093,1484.432,1187.443,1333.238,1171.043,1590.629,1329.716,1279.884,1605.468,1610.146,1672.789,1588.958,1348.885,1361.667,1491.803,1248.703,2246.853,1657.691,1464.578,1715.538,1520.143,1410.103,1734.059,1285.064,1579.773,1622.531,1953.537,1545.766,1781.039,1900.458,1850.967,1463.947,1595.573,2232.198,1550.882,1389.286,2552.940,2523.847,1337.099,1226.578,1218.206,1485.712,1437.712,1226.164,1658.167,1227.006,3171.827,2008.873,1412.447,1434.690,1255.537,2154.670,1403.434,1503.321,1947.861,1310.312,1358.065,1421.467,1372.271
831,1719.547,1531.562,1231.270,1386.226,1185.374,1613.556,1375.734,1325.007,1649.848,1660.433,1717.789,1609.650,1399.623,1408.434,1549.329,1261.621,2256.747,1632.904,1493.781,1761.538,1560.385,1429.873,1769.660,1332.307,1598.196,1619.986,1939.478,1562.174,1766.450,1902.500,1858.368,1482.934,1655.162,2343.319,1562.316,1482.750,2533.353,2537.282,1378.813,1246.796,1291.489,1481.576,1428.288,1271.859,1660.308,1244.695,3680.802,2016.500,1450.738,1466.194,1277.735,2190.430,1450.111,1560.438,2024.986,1343.607,1432.280,1497.787,1435.398
832,1731.558,1493.836,1246.977,1391.214,1224.166,1606.927,1395.569,1317.274,1679.714,1629.287,1722.915,1610.441,1434.000,1418.535,1541.947,1279.290,2260.210,1632.912,1514.586,1730.248,1563.868,1425.618,1759.732,1302.407,1548.763,1644.772,1965.566,1557.957,1805.116,1932.014,1827.544,1463.344,1616.713,2321.319,1557.476,1440.393,2587.391,2521.725,1317.615,1247.417,1271.237,1460.085,1458.985,1252.281,1648.974,1267.870,3365.173,2018.772,1434.359,1459.202,1266.493,2170.420,1442.232,1529.599,1968.306,1298.304,1388.458,1484.541,1410.932
833,1719.337,1484.041,1227.397,1413.964,1201.367,1581.676,1363.835,1306.671,1613.632,1636.134,1698.643,1610.727,1410.836,1406.687,1498.987,1254.648,2221.737,1636.853,1472.352,1735.221,1550.780,1412.921,1763.386,1288.957,1615.979,1617.103,1932.750,1540.185,1776.450,1884.125,1854.286,1470.808,1633.096,2310.506,1569.920,1407.071,2554.790,2512.183,1334.429,1247.903,1241.298,1443.989,1430.879,1230.203,1649.821,1256.247,3143.741,1951.690,1416.534,1462.977,1258.882,2166.880,1422.960,1508.475,1984.458,1308.973,1384.925,1449.951,1412.161
834,1685.640,1508.719,1222.103,1397.929,1203.669,1552.086,1385.330,1319.541,1618.836,1604.159,1690.417,1577.517,1392.836,1414.040,1535.447,1253.393,2209.189,1607.904,1470.516,1737.103,1515.923,1390.703,1748.725,1302.757,1569.083,1622.834,1923.743,1550.473,1784.403,1848.889,1836.137,1462.768,1594.721,2280.461,1547.989,1417.107,2539.301,2458.603,1339.132,1232.781,1226.305,1445.610,1459.045,1247.852,1617.385,1239.240,2868.778,1978.367,1443.485,1433.899,1263.912,2109.570,1410.818,1487.914,1925.431,1328.893,1381.925,1429.344,1404.390
835,1702.791,1505.616,1201.816,1362.738,1208.209,1585.358,1399.780,1262.973,1624.479,1600.331,1675.347,1598.958,1373.975,1381.232,1531.368,1253.345,2288.642,1570.787,1480.719,1749.159,1513.549,1377.000,1723.895,1301.750,1587.072,1594.028,1908.316,1532.408,1771.605,1825.806,1807.286,1451.576,1607.375,2335.561,1517.385,1406.679,2539.398,2471.168,1314.088,1221.913,1225.115,1413.102,1482.803,1256.469,1602.179,1218.039,2654.876,1960.380,1383.320,1414.713,1250.625,2142.150,1393.242,1483.216,1968.736,1321.509,1336.365,1404.172,1381.458
836,1691.814,1461.062,1181.741,1379.155,1184.676,1600.530,1385.688,1291.514,1605.947,1611.389,1643.327,1581.881,1336.402,1380.929,1522.724,1253.262,2235.263,1575.654,1444.578,1742.993,1511.352,1390.097,1764.869,1292.679,1521.546,1586.455,1915.809,1518.516,1770.318,1908.764,1814.560,1427.437,1632.294,2323.297,1507.727,1386.000,2546.015,2545.168,1339.956,1244.932,1222.038,1405.367,1427.349,1229.844,1610.872,1220.571,2563.630,1988.323,1391.854,1411.248,1240.794,2127.610,1408.929,1457.642,1955.681,1293.241,1320.252,1395.336,1392.983
837,1671.477,1477.377,1189.167,1330.500,1186.187,1592.252,1377.404,1301.247,1578.263,1605.427,1647.307,1577.035,1333.434,1387.444,1541.816,1224.041,2282.116,1590.412,1428.453,1757.648,1509.440,1387.794,1722.072,1263.357,1521.536,1597.531,1932.485,1529.918,1765.171,1829.278,1822.121,1464.026,1625.978,2224.572,1510.032,1403.411,2495.474,2506.534,1314.220,1225.777,1231.885,1388.186,1414.636,1239.531,1609.590,1213.396,2414.124,1945.209,1372.087,1413.783,1255.132,2139.600,1377.444,1456.568,1942.472,1319.188,1333.607,1415.893,1368.297
838,1680.221,1472.959,1192.879,1358.714,1189.870,1596.722,1362.982,1290.493,1600.585,1575.892,1670.970,1579.406,1336.328,1379.515,1490.145,1237.469,2301.326,1600.382,1467.344,1741.207,1491.967,1408.461,1714.601,1301.307,1558.876,1559.559,1899.243,1519.337,1766.310,1819.972,1794.176,1431.815,1630.125,2324.978,1523.909,1375.786,2536.534,2478.382,1315.703,1217.874,1226.084,1417.960,1401.000,1247.008,1643.308,1224.955,2302.951,1956.392,1377.466,1443.008,1250.596,2142.080,1381.414,1405.704,1993.875,1293.973,1337.365,1412.598,1374.144
839,1738.442,1461.137,1184.586,1359.702,1173.367,1585.079,1369.560,1257.466,1562.696,1565.395,1638.442,1573.629,1333.410,1364.424,1503.816,1224.069,2303.790,1566.640,1447.359,1717.993,1507.725,1381.133,1675.706,1276.629,1566.948,1600.524,1922.632,1534.755,1747.473,1841.250,1777.599,1425.503,1570.632,2250.077,1513.000,1389.411,2514.489,2465.023,1297.824,1219.942,1209.359,1408.034,1435.742,1206.922,1579.462,1191.422,2203.914,1964.291,1360.515,1417.558,1235.198,2029.920,1383.101,1412.648,1950.139,1304.312,1311.056,1350.885,1403.534
840,1712.837,1461.562,1188.098,1320.440,1178.669,1581.530,1394.183,1290.815,1567.550,1619.529,1656.543,1574.727,1338.959,1412.576,1500.987,1215.683,2243.653,1594.882,1467.500,1733.676,1481.385,1388.067,1721.065,1288.807,1551.804,1594.821,1938.294,1533.891,1785.667,1885.250,1811.555,1420.046,1605.066,2304.890,1526.722,1391.518,2485.737,2491.893,1274.571,1203.903,1225.771,1400.785,1443.773,1223.125,1638.513,1214.435,2181.124,1927.538,1381.437,1413.085,1231.787,2133.510,1402.293,1424.543,1964.250,1254.884,1317.963,1398.492,1379.576
841,1703.570,1470.349,1185.034,1356.238,1177.266,1578.748,1353.385,1268.226,1573.889,1577.809,1705.960,1542.937,1339.197,1366.354,1475.539,1206.841,2195.400,1612.265,1465.219,1717.869,1496.780,1372.309,1734.464,1293.943,1559.588,1612.924,1930.544,1528.092,1771.535,1842.778,1822.995,1437.318,1637.198,2253.725,1528.850,1425.518,2523.166,2456.786,1305.637,1204.616,1193.153,1397.266,1412.803,1223.461,1618.141,1217.357,2105.840,1898.709,1372.709,1422.070,1246.243,2108.890,1395.525,1425.302,1953.097,1289.304,1325.280,1396.238,1398.559
842,1710.058,1464.260,1192.259,1306.679,1186.878,1598.258,1351.183,1298.740,1579.672,1584.076,1673.292,1556.406,1342.820,1385.687,1499.289,1237.448,2181.474,1589.434,1441.133,1713.421,1527.429,1366.073,1731.085,1280.871,1543.268,1579.793,1920.073,1530.185,1720.721,1845.847,1831.984,1399.219,1585.228,2305.637,1513.738,1410.696,2508.308,2428.901,1310.505,1194.437,1210.702,1381.396,1429.379,1225.117,1610.718,1213.065,2059.741,1914.867,1333.417,1392.008,1256.647,2107.980,1397.798,1407.722,1935.000,1297.339,1342.178,1345.648,1376.220
843,1742.581,1467.945,1202.075,1313.798,1175.705,1568.000,1351.431,1277.568,1563.310,1616.586,1673.035,1531.923,1319.385,1362.727,1498.105,1228.600,2168.021,1558.052,1456.445,1711.662,1541.286,1400.309,1719.660,1286.943,1545.340,1603.103,1916.243,1511.185,1741.822,1912.431,1786.945,1408.417,1615.118,2335.604,1494.417,1380.607,2515.188,2472.870,1314.088,1186.180,1169.908,1388.288,1448.258,1217.820,1655.000,1200.214,2062.963,1924.139,1351.592,1396.899,1247.265,2044.970,1411.071,1389.420,1936.764,1295.545,1299.645,1361.746,1385.381
844,1741.314,1458.164,1195.276,1343.000,1170.921,1567.020,1353.706,1272.781,1590.339,1592.096,1668.015,1613.573,1372.598,1412.444,1509.263,1206.421,2191.905,1604.522,1458.727,1731.703,1521.714,1405.764,1720.046,1305.950,1531.495,1585.703,1940.971,1521.462,1755.202,1833.292,1800.253,1425.099,1594.919,2268.561,1502.620,1395.661,2553.090,2478.176,1311.934,1192.029,1207.237,1391.096,1425.545,1222.602,1573.038,1213.279,1981.284,1895.487,1329.825,1406.558,1254.434,2086.060,1342.929,1389.549,1891.319,1303.312,1296.692,1377.590,1393.441
845,1700.686,1436.151,1191.741,1342.345,1185.806,1595.477,1371.505,1299.664,1566.082,1589.828,1663.402,1566.175,1327.336,1390.313,1520.184,1240.793,2272.526,1599.713,1472.148,1730.703,1500.022,1415.897,1717.177,1280.650,1526.495,1598.007,1917.265,1561.435,1743.907,1880.833,1767.258,1409.046,1628.287,2332.703,1496.829,1393.875,2484.428,2481.664,1301.495,1195.073,1212.092,1402.243,1431.606,1214.719,1611.077,1211.130,1960.309,1951.335,1363.583,1403.248,1252.934,2062.500,1384.465,1390.290,1868.472,1273.955,1305.505,1358.590,1360.229
846,1732.977,1447.308,1190.460,1347.119,1161.288,1573.874,1397.404,1251.678,1579.637,1588.854,1654.286,1610.371,1327.361,1373.263,1511.671,1244.945,2251.263,1592.346,1459.195,1746.159,1500.736,1406.455,1727.954,1276.857,1517.619,1589.517,1893.647,1534.679,1736.767,1799.472,1780.143,1408.152,1614.037,2265.077,1505.438,1354.911,2504.850,2476.733,1323.615,1204.976,1210.359,1390.627,1407.288,1225.289,1610.756,1212.838,1969.123,1931.810,1366.786,1403.194,1228.625,2084.190,1364.505,1373.975,1922.694,1278.964,1312.579,1379.566,1390.703
847,1703.267,1475.856,1175.741,1346.024,1165.288,1567.099,1356.339,1260.007,1548.281,1587.248,1642.286,1581.692,1343.344,1371.404,1495.487,1230.483,2195.505,1573.147,1468.992,1720.945,1528.978,1395.788,1719.922,1271.314,1533.794,1575.172,1925.654,1516.353,1717.682,1826.458,1785.615,1422.497,1579.691,2293.692,1470.203,1387.411,2469.038,2448.260,1301.560,1175.461,1215.275,1378.446,1397.288,1220.445,1593.936,1205.909,1922.333,1966.506,1354.019,1393.705,1232.956,2109.940,1377.404,1375.846,1893.931,1290.652,1288.953,1382.992,1356.331
848,1700.558,1472.788,1180.885,1351.583,1170.676,1568.311,1336.725,1277.541,1556.637,1564.134,1687.779,1565.594,1345.156,1355.485,1536.908,1220.207,2202.811,1591.794,1447.961,1748.717,1511.385,1392.988,1685.000,1288.714,1505.722,1605.745,1951.816,1519.408,1773.977,1817.458,1781.484,1429.934,1585.698,2236.813,1504.332,1378.054,2483.098,2465.878,1311.725,1209.466,1205.855,1378.859,1441.894,1216.578,1612.026,1196.032,1898.420,1876.234,1338.495,1413.713,1250.618,2069.010,1403.303,1384.241,1938.208,1266.643,1289.318,1379.885,1397.983
849,1701.767,1436.877,1172.379,1358.548,1166.921,1563.371,1355.303,1289.753,1583.655,1584.420,1629.884,1610.147,1348.115,1396.576,1474.697,1214.745,2223.042,1590.596,1479.352,1745.483,1524.110,1395.873,1705.601,1254.964,1543.454,1597.138,1889.052,1532.033,1752.070,1846.097,1771.731,1417.404,1633.441,2280.165,1491.861,1403.875,2486.947,2481.565,1317.659,1203.126,1206.053,1370.627,1410.455,1213.984,1607.154,1197.604,1881.667,1906.070,1336.612,1408.233,1230.559,2069.530,1383.707,1354.370,1908.750,1273.580,1321.346,1341.869,1383.992
850,1701.093,1437.699,1190.299,1339.476,1172.273,1589.318,1350.789,1266.459,1557.444,1608.452,1642.568,1564.168,1334.213,1355.636,1473.105,1209.628,2185.895,1561.890,1457.289,1743.062,1475.538,1378.230,1707.791,1296.779,1529.278,1553.566,1921.368,1559.875,1744.574,1841.528,1801.242,1428.609,1597.096,2254.154,1488.246,1435.161,2429.669,2484.931,1288.989,1189.932,1201.206,1375.599,1415.242,1204.516,1601.654,1209.961,1886.914,1896.000,1366.602,1392.388,1230.294,2071.170,1391.879,1349.988,1892.097,1268.116,1309.430,1376.803,1354.907
851,1686.453,1430.651,1185.954,1345.310,1160.993,1576.391,1347.670,1257.719,1543.357,1599.306,1653.307,1563.699,1311.467,1355.889,1471.724,1194.076,2185.811,1532.404,1478.695,1728.345,1477.473,1395.097,1724.542,1260.650,1532.083,1590.097,1931.919,1528.440,1760.264,1816.056,1795.995,1425.079,1581.823,2223.341,1496.813,1406.661,2484.556,2543.122,1335.143,1186.481,1200.275,1373.401,1408.803,1210.844,1579.885,1216.682,1860.037,1903.468,1332.709,1370.047,1222.802,2083.460,1417.980,1357.827,1879.042,1282.946,1287.841,1365.213,1381.703
852,1728.581,1417.164,1177.310,1305.000,1171.971,1556.874,1380.257,1272.603,1596.041,1589.815,1658.884,1564.727,1345.738,1369.010,1548.987,1242.021,2196.737,1570.956,1465.031,1777.510,1531.264,1405.358,1719.222,1287.286,1551.557,1584.703,1934.309,1538.038,1745.550,1859.208,1790.038,1398.828,1606.191,2275.242,1488.048,1405.286,2512.579,2472.321,1325.912,1201.966,1182.863,1360.424,1409.061,1213.594,1677.179,1212.682,1825.432,1900.101,1368.786,1369.907,1231.912,2027.660,1391.323,1362.093,1928.556,1284.384,1305.570,1362.287,1379.797
853,1712.209,1457.904,1185.925,1346.845,1161.611,1602.099,1392.651,1271.596,1573.462,1621.312,1640.889,1578.490,1354.869,1362.343,1504.000,1212.952,2283.947,1562.654,1450.945,1739.683,1516.055,1401.261,1697.105,1268.871,1563.217,1588.352,1936.757,1543.440,1764.558,1828.514,1779.582,1410.795,1561.743,2254.253,1499.374,1338.589,2477.519,2493.565,1310.923,1186.320,1198.275,1371.057,1406.364,1209.844,1655.731,1210.578,1784.704,1910.525,1346.068,1405.233,1244.529,2028.970,1420.909,1358.611,1968.819,1281.455,1289.579,1374.852,1401.932
854,1721.919,1437.651,1170.328,1334.631,1149.611,1587.219,1368.862,1272.356,1572.474,1578.764,1642.492,1585.434,1359.812,1370.485,1505.908,1220.483,2168.695,1560.397,1453.766,1727.952,1478.527,1367.267,1699.471,1273.664,1514.619,1598.241,1975.309,1515.484,1745.566,1824.069,1775.077,1383.305,1550.434,2230.242,1468.711,1379.964,2506.008,2419.382,1288.604,1195.820,1204.878,1378.825,1398.394,1213.836,1631.538,1199.714,1831.938,1928.937,1381.563,1402.078,1229.662,2041.880,1370.788,1361.735,1923.806,1308.286,1327.206,1367.107,1371.051
855,1757.581,1427.822,1184.626,1341.512,1148.151,1539.808,1337.128,1263.610,1576.532,1565.497,1629.794,1561.643,1325.393,1378.859,1518.434,1212.917,2203.800,1603.419,1438.883,1716.407,1494.758,1389.988,1671.484,1267.450,1536.423,1605.524,1942.728,1521.690,1779.372,1809.486,1774.632,1434.576,1614.294,2242.978,1487.765,1369.536,2491.519,2484.863,1312.890,1179.136,1214.252,1373.983,1410.727,1207.594,1606.436,1207.675,1792.914,1879.443,1346.651,1399.853,1215.073,2022.990,1367.273,1357.346,1884.861,1247.946,1318.159,1383.607,1395.483
