 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59
47,1667.953,1436.281,1157.259,1310.952,1147.719,1517.669,1304.973,1257.082,1480.620,1484.987,1625.523,1590.273,1360.016,1345.859,1487.566,1218.083,2360.600,1581.956,1366.453,1720.228,1463.286,1350.073,1684.183,1249.414,1441.402,1548.745,1909.838,1583.255,1735.380,1693.014,1704.560,1364.636,1628.662,2213.209,1420.283,1413.446,2465.060,2365.053,1294.956,1177.063,1224.450,1332.949,1355.197,1215.117,1767.564,1213.494,1519.272,1928.443,1338.651,1395.744,1238.618,2192.390,1402.202,1323.204,1820.903,1249.821,1313.505,1299.074,1352.246
48,1631.140,1443.644,1186.971,1315.631,1176.611,1532.298,1351.853,1282.007,1521.667,1515.293,1647.266,1581.979,1357.820,1337.606,1462.434,1213.138,2334.084,1599.669,1374.617,1736.621,1513.352,1359.558,1675.242,1263.393,1462.897,1567.559,1894.052,1572.870,1766.636,1645.139,1758.885,1349.483,1572.860,2297.297,1420.150,1344.625,2436.368,2364.420,1300.033,1191.238,1210.008,1379.972,1364.970,1211.977,1790.821,1201.662,1492.481,1912.367,1366.369,1405.589,1240.669,2206.330,1368.535,1293.753,1938.042,1238.964,1313.009,1280.525,1345.542
49,1678.128,1430.164,1177.351,1280.000,1161.906,1513.126,1345.422,1267.370,1525.620,1477.134,1632.864,1547.308,1359.795,1313.980,1482.961,1217.524,2347.358,1595.471,1367.398,1730.145,1482.319,1344.461,1628.438,1263.036,1376.402,1556.000,1902.713,1569.451,1763.938,1677.917,1759.896,1348.517,1616.912,2184.077,1433.214,1348.214,2465.910,2398.092,1277.802,1193.257,1220.504,1350.599,1343.197,1216.336,1681.705,1202.156,1501.741,1926.943,1340.495,1384.566,1221.294,2139.150,1366.616,1306.833,1960.778,1253.616,1289.037,1308.369,1362.703
50,1645.686,1421.938,1165.994,1292.869,1158.014,1517.642,1308.000,1249.479,1493.211,1484.121,1604.417,1568.014,1352.910,1340.646,1465.382,1214.621,2277.916,1575.721,1358.914,1723.683,1491.033,1328.364,1673.895,1266.143,1412.144,1557.662,1890.625,1562.783,1740.465,1630.333,1741.313,1368.563,1599.559,2199.824,1427.267,1378.714,2449.406,2374.092,1290.912,1195.116,1219.672,1334.102,1374.515,1202.680,1781.705,1196.468,1490.099,1908.348,1346.107,1393.860,1227.904,2144.380,1415.313,1309.339,1940.125,1239.884,1288.280,1284.754,1330.915
51,1635.221,1420.233,1180.960,1302.988,1153.489,1508.139,1325.395,1272.103,1517.772,1471.573,1631.613,1593.378,1365.861,1353.949,1534.118,1204.297,2286.674,1636.353,1399.648,1701.310,1512.824,1321.303,1621.458,1256.636,1432.093,1509.979,1948.272,1592.016,1754.868,1611.347,1737.566,1356.291,1596.338,2235.000,1413.888,1390.804,2470.150,2340.267,1265.967,1194.869,1181.198,1350.644,1359.742,1210.133,1771.667,1199.175,1488.815,1939.892,1350.019,1393.434,1227.419,2143.770,1375.838,1277.525,1950.125,1227.304,1282.514,1269.918,1350.873
52,1689.349,1436.781,1183.069,1313.143,1163.209,1511.490,1340.697,1253.411,1471.047,1529.318,1673.432,1567.021,1351.607,1361.535,1491.803,1225.028,2331.505,1584.118,1393.805,1689.166,1445.890,1345.121,1651.588,1254.836,1413.175,1557.117,1937.206,1548.196,1727.264,1637.681,1744.571,1347.185,1618.846,2278.758,1416.963,1405.464,2515.271,2333.748,1285.659,1208.369,1198.901,1358.186,1349.227,1218.406,1777.769,1211.279,1496.321,1931.690,1347.340,1386.318,1242.279,2226.210,1400.273,1284.685,1904.667,1277.500,1298.935,1299.598,1318.186
53,1613.709,1439.534,1177.828,1312.393,1151.223,1498.139,1329.890,1268.582,1485.637,1482.535,1637.075,1561.259,1371.664,1350.556,1474.750,1212.786,2303.663,1607.993,1395.922,1703.090,1456.143,1355.448,1623.980,1252.379,1444.309,1547.800,1904.640,1569.598,1743.388,1606.181,1748.033,1359.490,1657.140,2268.846,1432.230,1354.768,2458.210,2391.687,1289.703,1182.049,1197.534,1345.604,1346.061,1204.312,1762.308,1191.734,1503.716,1928.209,1338.767,1377.636,1229.323,2185.060,1393.535,1277.395,1940.847,1263.732,1296.019,1302.549,1360.127
54,1618.081,1431.493,1165.339,1309.726,1163.691,1480.868,1324.495,1261.726,1479.965,1490.051,1643.085,1562.727,1348.664,1318.657,1449.947,1221.497,2322.411,1644.338,1406.539,1708.241,1456.044,1349.127,1644.562,1222.779,1423.392,1551.110,1956.118,1562.636,1752.961,1654.847,1749.571,1350.258,1598.823,2222.110,1431.823,1355.821,2506.767,2367.000,1275.571,1188.155,1182.137,1354.927,1313.151,1214.117,1774.987,1199.649,1519.889,1924.089,1332.903,1373.202,1245.897,2231.630,1359.091,1280.222,1935.472,1280.607,1288.981,1290.312,1350.593
55,1621.047,1390.671,1161.144,1296.607,1146.597,1508.636,1334.651,1236.555,1515.047,1486.127,1640.513,1578.070,1340.623,1324.010,1500.026,1207.428,2257.284,1605.794,1410.273,1694.586,1481.714,1325.382,1625.281,1274.829,1396.381,1550.979,1882.985,1569.995,1741.209,1644.583,1749.165,1345.947,1610.647,2247.923,1418.850,1361.607,2451.722,2380.664,1259.714,1181.219,1197.008,1371.237,1363.167,1215.812,1775.321,1167.026,1524.827,1905.367,1341.563,1395.938,1255.132,2161.570,1381.051,1303.148,1914.403,1241.875,1295.570,1290.328,1344.653
56,1642.616,1440.315,1156.971,1305.952,1142.540,1519.000,1354.468,1248.486,1482.012,1464.357,1646.015,1553.252,1353.779,1365.879,1512.092,1197.869,2281.263,1611.066,1380.945,1712.828,1446.923,1336.509,1624.830,1254.214,1428.546,1534.917,1898.162,1614.560,1750.783,1691.917,1736.626,1367.927,1603.353,2295.934,1422.733,1395.589,2472.910,2316.565,1299.538,1199.719,1199.855,1336.503,1368.182,1219.648,1810.154,1186.825,1439.049,1936.038,1393.476,1419.736,1241.294,2139.840,1364.081,1279.642,1988.944,1252.946,1269.570,1289.475,1359.525
57,1662.081,1463.918,1172.672,1306.143,1172.446,1503.729,1371.257,1263.137,1477.240,1492.338,1651.050,1527.098,1344.295,1325.798,1439.382,1217.662,2226.821,1573.294,1419.195,1704.710,1470.286,1352.982,1664.752,1242.007,1429.464,1552.586,1866.603,1568.853,1700.628,1637.597,1744.571,1354.278,1614.853,2222.088,1410.086,1417.036,2458.241,2353.267,1253.890,1176.752,1170.099,1346.198,1373.970,1212.094,1771.603,1190.571,1511.704,1895.987,1339.515,1407.016,1222.698,2160.600,1379.030,1296.216,1977.236,1243.643,1304.112,1303.295,1326.331
58,1627.965,1446.514,1181.799,1284.512,1156.806,1502.914,1341.835,1267.842,1534.784,1482.510,1625.643,1585.364,1321.779,1341.253,1487.803,1212.331,2307.411,1606.588,1373.070,1749.862,1441.637,1354.224,1645.673,1241.100,1421.907,1552.772,1873.213,1589.717,1707.845,1637.514,1762.473,1368.887,1606.478,2206.011,1425.321,1380.893,2446.286,2368.176,1283.066,1184.835,1190.786,1373.847,1355.076,1209.195,1769.564,1202.136,1509.679,1925.291,1326.719,1392.620,1231.963,2177.650,1398.263,1289.506,1928.722,1275.741,1296.738,1298.828,1335.288
59,1617.895,1447.151,1175.701,1274.786,1165.770,1504.437,1327.284,1283.740,1497.509,1508.051,1668.889,1574.273,1345.656,1343.293,1488.737,1209.869,2316.031,1597.890,1367.367,1702.931,1464.637,1302.715,1600.111,1260.671,1435.711,1558.676,1899.397,1599.707,1750.070,1644.042,1750.363,1368.411,1611.912,2240.846,1393.775,1389.982,2498.699,2387.397,1292.011,1214.981,1209.000,1357.655,1381.651,1207.016,1784.923,1209.773,1544.839,1921.949,1344.757,1389.589,1214.353,2159.820,1404.737,1285.475,1938.375,1243.884,1262.897,1308.213,1339.551
60,1615.453,1440.315,1193.276,1292.738,1165.683,1486.861,1347.899,1448.610,1515.550,1526.401,1735.548,1551.224,1345.082,1365.162,1497.618,1283.959,2301.084,1631.419,1407.000,1716.966,1465.615,1326.200,1644.575,1239.250,1416.464,1529.428,1901.823,1561.054,1734.109,1722.056,1758.736,1350.709,1631.537,2182.121,1405.529,1383.804,2480.940,2365.015,1288.319,1276.607,1421.679,1364.695,1323.121,1248.070,1786.385,1177.591,1497.222,1932.038,1327.408,1370.434,1207.713,2118.640,1383.303,1302.951,1953.292,1244.402,1331.402,1285.500,1323.339
61,1616.767,1440.205,1226.408,1349.440,1178.547,1509.536,1333.514,1820.849,1514.602,1506.026,1786.829,1563.385,1361.484,1342.556,1483.645,1446.400,2286.137,1609.441,1421.273,1702.124,1496.703,1324.715,1597.157,1249.586,1429.062,1528.159,1895.927,1569.527,1762.558,1728.542,1759.390,1386.464,1592.191,2214.308,1416.449,1374.214,2490.226,2401.473,1301.407,1408.301,1621.679,1365.548,1375.212,1254.820,1770.013,1196.474,1530.284,1944.854,1342.029,1388.791,1228.640,2236.920,1382.434,1291.648,2055.639,1259.741,1346.944,1285.246,1364.517
62,1641.267,1439.089,1185.954,1326.429,1186.842,1490.742,1366.138,1927.959,1535.801,1494.834,1737.191,1544.755,1361.295,1322.151,1484.329,1448.497,2329.168,1599.485,1391.273,1709.131,1427.923,1365.745,1665.366,1235.557,1436.175,1539.448,1866.213,1579.408,1742.388,1726.111,1747.824,1362.987,1621.059,2258.209,1439.818,1372.036,2533.226,2338.389,1287.912,1408.335,1666.481,1363.593,1350.955,1221.180,1754.987,1211.039,1482.049,1903.722,1348.107,1404.132,1238.927,2200.530,1377.929,1310.568,1960.694,1265.714,1319.271,1288.336,1344.958
63,1625.651,1451.890,1181.402,1308.881,1161.223,1523.152,1329.679,1885.226,1502.263,1491.242,1689.477,1562.748,1375.803,1324.515,1524.829,1411.828,2264.031,1620.015,1410.148,1699.766,1468.297,1342.261,1656.183,1284.971,1391.175,1524.531,1883.177,1572.848,1743.364,1680.931,1764.143,1375.649,1600.221,2221.242,1416.807,1382.125,2472.000,2318.580,1289.352,1363.544,1553.153,1348.390,1369.258,1222.180,1762.744,1189.078,1475.679,1949.937,1328.631,1382.465,1222.471,2216.410,1403.384,1295.679,1945.569,1250.384,1321.084,1289.262,1330.593
64,1582.012,1394.993,1179.833,1311.488,1146.870,1479.682,1342.073,1729.863,1521.462,1463.662,1660.111,1553.245,1339.057,1325.192,1466.816,1351.310,2235.990,1608.294,1424.094,1713.317,1416.956,1328.545,1633.627,1238.036,1432.330,1557.800,1902.794,1565.799,1726.357,1703.597,1727.297,1370.271,1620.757,2203.077,1445.594,1351.429,2488.353,2343.779,1266.429,1343.966,1524.229,1354.701,1341.727,1212.469,1775.333,1166.799,1509.173,1979.867,1344.573,1389.961,1223.073,2212.160,1377.576,1291.519,1935.139,1245.955,1305.094,1289.623,1348.941
65,1648.000,1456.884,1210.776,1293.250,1167.137,1494.338,1346.101,1633.363,1481.105,1510.229,1644.322,1529.734,1350.820,1342.970,1538.118,1322.497,2245.095,1611.272,1387.008,1691.428,1472.637,1328.188,1632.699,1246.729,1420.227,1551.703,1898.640,1611.603,1773.829,1621.222,1762.533,1350.238,1622.765,2204.989,1411.567,1391.214,2426.098,2359.412,1269.890,1283.549,1495.519,1335.559,1389.470,1197.922,1808.372,1201.688,1512.531,1931.449,1371.816,1412.116,1216.713,2257.020,1403.545,1308.704,1974.653,1246.589,1294.215,1304.664,1349.712
66,1637.035,1431.795,1164.609,1296.786,1133.439,1489.298,1324.725,1512.486,1518.708,1486.191,1652.568,1569.070,1339.229,1345.202,1528.197,1282.145,2320.347,1593.287,1390.875,1712.503,1479.022,1353.715,1630.706,1231.086,1432.650,1546.386,1886.375,1575.288,1775.016,1659.222,1751.253,1358.000,1609.544,2200.176,1414.460,1375.304,2456.804,2351.328,1282.549,1263.330,1412.023,1354.802,1382.288,1222.469,1792.218,1189.974,1444.679,1904.709,1348.058,1393.372,1236.140,2205.820,1380.465,1270.617,1922.972,1268.304,1308.393,1288.582,1350.356
67,1641.151,1430.253,1186.943,1299.071,1162.741,1503.185,1355.248,1456.295,1519.351,1518.032,1652.744,1564.287,1357.631,1342.859,1485.987,1257.579,2267.558,1626.963,1409.344,1689.200,1477.473,1331.661,1653.144,1276.571,1395.701,1514.193,1876.177,1570.136,1743.891,1632.528,1723.473,1372.450,1637.963,2290.483,1427.021,1393.214,2490.384,2318.771,1270.714,1242.257,1378.763,1354.847,1359.667,1199.719,1738.667,1194.331,1445.753,1954.481,1320.544,1427.915,1241.382,2229.820,1383.061,1310.111,1921.111,1246.241,1304.393,1294.287,1335.136
68,1606.314,1435.500,1192.178,1304.512,1169.468,1497.934,1336.706,1416.068,1541.912,1527.879,1718.447,1557.259,1350.557,1326.646,1473.092,1275.959,2288.400,1613.448,1412.297,1720.048,1449.846,1333.794,1608.941,1219.143,1402.825,1523.228,1897.073,1548.696,1754.442,1722.431,1743.445,1363.636,1619.669,2230.385,1430.834,1383.054,2473.737,2386.206,1283.253,1239.233,1333.206,1365.757,1394.121,1208.195,1829.962,1204.708,1472.741,1921.829,1350.767,1408.504,1236.934,2210.790,1401.485,1288.562,1949.389,1224.902,1288.168,1283.180,1333.966
69,1609.070,1435.877,1224.862,1294.036,1159.137,1490.258,1342.358,1743.925,1556.544,1538.363,1747.457,1545.245,1347.697,1369.151,1468.816,1352.607,2277.926,1603.698,1528.367,1691.952,1471.725,1344.085,1630.366,1282.336,1427.103,1547.041,1861.323,1578.739,1721.729,1755.361,1770.016,1347.007,1601.985,2174.253,1412.508,1413.214,2506.624,2405.282,1250.264,1362.073,1531.656,1371.045,1345.273,1230.164,1757.628,1188.188,1484.185,1981.367,1342.281,1399.636,1211.184,2235.810,1398.424,1278.006,1934.750,1258.562,1343.243,1307.697,1328.856
70,1621.605,1429.623,1206.322,1341.810,1188.043,1499.166,1350.945,2018.842,1519.374,1512.637,1788.111,1585.210,1343.369,1333.949,1516.947,1488.483,2276.716,1641.956,1502.016,1716.476,1453.110,1319.352,1653.935,1248.443,1453.278,1562.586,1911.618,1595.141,1739.806,1711.986,1759.929,1373.589,1625.559,2245.494,1418.326,1391.964,2537.256,2343.435,1295.418,1414.408,1660.580,1374.893,1377.803,1225.398,1798.897,1202.390,1485.074,1960.709,1333.087,1412.000,1214.353,2254.050,1381.677,1302.654,1956.333,1260.589,1329.028,1315.361,1336.551
71,1641.895,1434.219,1199.667,1307.857,1159.741,1527.040,1334.477,2049.247,1551.146,1507.720,1796.789,1601.175,1382.008,1343.677,1524.974,1486.365,2307.484,1629.993,1445.711,1721.352,1496.582,1331.515,1626.346,1274.307,1421.536,1525.297,1871.846,1579.049,1719.155,1707.056,1753.610,1346.026,1596.419,2233.901,1438.128,1380.839,2524.398,2366.496,1306.253,1453.510,1649.221,1388.458,1351.333,1247.031,1801.744,1174.422,1499.074,1938.146,1323.243,1399.411,1225.198,2262.730,1385.263,1277.105,1973.056,1255.455,1329.383,1311.893,1353.008
72,1647.221,1428.041,1200.080,1284.655,1171.360,1478.815,1322.183,1947.363,1530.842,1517.306,1736.920,1531.175,1375.820,1320.030,1468.487,1404.007,2262.558,1608.110,1419.531,1695.924,1440.451,1320.927,1633.823,1250.364,1405.608,1542.655,1911.448,1567.701,1719.667,1664.528,1750.456,1356.695,1603.375,2258.813,1449.337,1389.696,2494.932,2363.160,1258.692,1400.893,1621.595,1367.136,1358.545,1206.391,1784.090,1211.584,1493.988,1914.506,1354.175,1400.078,1240.265,2288.730,1403.788,1287.278,1955.597,1286.812,1303.421,1313.385,1327.636
73,1624.384,1433.555,1192.546,1299.667,1153.424,1505.887,1352.220,1841.192,1518.585,1510.210,1723.900,1582.846,1352.443,1376.253,1472.342,1394.221,2306.589,1626.588,1421.055,1711.697,1461.011,1341.097,1627.941,1265.493,1422.660,1548.621,1921.110,1585.000,1735.318,1693.056,1713.165,1357.477,1609.978,2295.176,1397.422,1363.446,2529.654,2406.359,1251.505,1386.621,1576.092,1352.633,1382.682,1227.594,1780.013,1187.688,1492.765,1906.323,1326.049,1402.248,1219.066,2272.220,1399.040,1292.191,1934.625,1242.366,1327.196,1299.369,1336.669
74,1632.802,1434.110,1182.328,1310.940,1156.856,1500.517,1348.055,1682.788,1516.468,1519.497,1677.241,1549.147,1349.402,1330.939,1492.579,1334.138,2328.747,1599.787,1391.828,1693.676,1482.341,1345.321,1650.294,1253.393,1420.660,1596.669,1895.603,1576.288,1742.147,1713.278,1744.709,1380.729,1621.669,2189.450,1425.278,1428.714,2546.714,2436.641,1261.385,1334.762,1507.656,1364.808,1360.030,1220.477,1778.974,1197.987,1472.099,1971.253,1401.136,1393.465,1229.816,2287.810,1414.545,1293.593,1910.750,1261.438,1330.243,1296.934,1347.695
75,1646.488,1430.418,1189.833,1331.917,1169.057,1506.007,1335.881,1569.589,1516.690,1498.121,1686.050,1591.671,1362.787,1347.758,1513.500,1301.145,2302.053,1643.015,1447.039,1733.166,1445.890,1330.679,1629.431,1262.179,1411.495,1590.655,1913.471,1548.022,1732.930,1664.056,1750.610,1393.914,1656.875,2190.550,1426.428,1411.143,2460.541,2363.061,1281.857,1300.349,1489.458,1372.316,1409.061,1213.266,1789.038,1211.617,1468.531,1949.291,1359.262,1387.054,1221.096,2341.110,1376.434,1279.216,1925.500,1261.179,1301.570,1286.303,1344.873
76,1685.791,1420.267,1198.431,1340.810,1164.971,1514.702,1370.697,1462.308,1480.404,1494.522,1659.879,1580.846,1344.656,1359.131,1466.039,1285.876,2308.389,1626.338,1378.398,1705.614,1490.176,1324.994,1669.242,1252.629,1464.227,1568.159,1901.323,1599.891,1723.341,1628.361,1749.835,1382.821,1612.846,2210.604,1446.733,1382.607,2518.210,2386.336,1294.912,1261.539,1432.710,1353.186,1395.500,1206.062,1794.603,1184.325,1477.420,1962.051,1364.456,1416.465,1224.427,2238.850,1374.556,1287.716,1962.417,1270.125,1294.084,1323.139,1321.992
77,1637.686,1427.308,1186.667,1279.095,1173.504,1512.649,1315.275,1438.623,1530.947,1509.064,1645.789,1566.671,1352.000,1347.859,1503.987,1255.283,2314.242,1608.882,1389.953,1707.869,1455.088,1356.164,1609.137,1250.786,1418.052,1548.545,1895.228,1594.114,1762.698,1678.375,1747.802,1372.351,1611.566,2223.352,1451.064,1423.804,2453.564,2444.321,1245.901,1234.670,1399.084,1367.791,1401.909,1205.008,1769.346,1196.455,1503.704,1938.766,1363.068,1377.341,1233.677,2259.240,1383.010,1309.074,1964.056,1249.054,1309.729,1284.590,1335.703
78,1602.721,1439.308,1179.943,1301.298,1144.943,1503.397,1335.697,1395.096,1513.895,1505.178,1661.673,1551.902,1379.746,1331.354,1483.553,1250.276,2353.842,1677.081,1366.062,1678.572,1462.099,1329.394,1654.673,1244.521,1423.526,1536.014,1931.581,1598.087,1729.372,1629.694,1749.549,1357.974,1623.441,2270.011,1421.321,1370.196,2521.722,2350.985,1287.022,1224.893,1310.885,1366.017,1391.909,1235.430,1734.654,1206.948,1513.556,1941.823,1347.388,1396.961,1229.529,2231.910,1388.869,1286.500,1975.861,1242.804,1287.308,1299.885,1322.475
79,1620.419,1396.000,1175.356,1310.333,1167.281,1503.040,1355.018,1335.562,1525.058,1484.210,1639.869,1576.538,1349.000,1371.424,1516.632,1226.538,2260.432,1607.316,1379.266,1699.179,1453.396,1326.200,1645.549,1238.914,1435.546,1553.524,1912.360,1586.380,1735.093,1678.236,1743.187,1363.642,1594.662,2144.231,1423.888,1394.268,2504.196,2343.107,1263.659,1221.534,1309.702,1357.475,1376.545,1225.195,1726.474,1183.182,1488.161,1938.063,1333.417,1394.876,1223.956,2288.740,1356.061,1290.735,1943.097,1243.545,1290.037,1295.074,1329.136
80,1633.895,1446.486,1194.799,1338.262,1169.914,1508.384,1345.266,1323.945,1512.035,1497.166,1661.392,1557.881,1342.541,1349.909,1488.105,1241.683,2300.589,1644.022,1368.062,1683.959,1452.407,1352.509,1651.386,1245.964,1461.783,1587.214,1899.552,1611.288,1778.721,1641.833,1728.648,1353.093,1647.772,2171.901,1434.701,1381.589,2537.594,2394.588,1289.033,1215.699,1314.870,1365.870,1394.606,1217.516,1780.654,1221.656,1486.765,1935.911,1356.388,1362.946,1227.669,2262.410,1402.091,1288.210,1988.847,1245.732,1261.103,1289.352,1368.407
81,1654.302,1439.199,1209.207,1341.024,1168.043,1522.762,1352.349,1324.007,1532.415,1502.510,1634.477,1555.175,1352.738,1343.849,1494.211,1246.455,2338.884,1628.081,1371.578,1704.710,1510.604,1359.909,1658.353,1286.714,1451.917,1524.117,1961.882,1615.788,1721.302,1625.597,1762.582,1341.245,1614.331,2240.934,1438.390,1411.786,2482.421,2344.000,1266.484,1204.816,1293.313,1376.542,1375.909,1211.359,1815.731,1216.468,1484.309,1947.918,1339.689,1409.457,1228.191,2286.540,1408.202,1281.395,2005.208,1260.304,1281.168,1304.205,1354.068
82,1673.651,1456.192,1220.178,1302.250,1188.065,1542.132,1352.679,1306.308,1528.345,1528.847,1662.437,1556.196,1376.082,1333.364,1500.553,1224.917,2317.010,1634.191,1407.586,1683.786,1459.077,1352.006,1658.307,1243.729,1401.124,1584.807,1894.088,1576.962,1740.349,1650.625,1735.736,1382.199,1613.346,2181.824,1456.813,1378.750,2520.391,2435.496,1293.835,1222.786,1258.374,1378.469,1370.561,1231.328,1805.179,1217.247,1490.877,1946.766,1360.767,1416.814,1240.206,2345.240,1426.838,1316.494,1926.944,1246.857,1315.748,1311.016,1323.856
83,1625.791,1469.685,1212.575,1346.476,1153.432,1520.768,1367.119,1294.062,1493.953,1509.580,1656.543,1600.860,1363.729,1374.101,1483.303,1227.034,2290.758,1651.147,1406.430,1714.586,1451.802,1357.370,1645.105,1273.214,1417.330,1557.000,1901.088,1567.147,1745.349,1670.375,1774.835,1385.589,1614.434,2213.517,1448.642,1414.821,2472.992,2366.267,1275.451,1210.728,1273.603,1334.136,1402.121,1221.398,1809.321,1231.292,1512.926,1916.171,1353.796,1433.395,1232.677,2309.880,1378.566,1290.296,2008.181,1265.214,1316.215,1323.820,1342.873
84,1635.721,1406.507,1203.483,1316.786,1166.878,1486.232,1338.266,1256.685,1536.322,1515.860,1642.950,1540.140,1359.352,1355.828,1496.632,1218.972,2284.990,1646.544,1400.867,1714.759,1431.143,1332.655,1625.301,1246.271,1423.443,1557.559,1877.419,1576.511,1742.938,1693.111,1776.060,1368.735,1618.632,2196.978,1438.374,1386.339,2531.451,2388.740,1286.824,1190.165,1219.748,1390.791,1377.818,1218.266,1821.141,1207.052,1452.346,1951.949,1326.437,1408.078,1230.794,2276.700,1395.960,1285.333,1922.792,1262.277,1312.028,1310.934,1374.907
