 ,Min1,Max1,Min2,Max2,Min3,Max3,Min4,Max4,Min5,Max5,Min6,Max6,Min7,Max7,Min8,Max8,Min9,Max9,Min10,Max10,Min11,Max11,Min12,Max12,Min13,Max13,Min14,Max14,Min15,Max15,Min16,Max16,Min17,Max17,Min18,Max18,Min19,Max19,Min20,Max20,Min21,Max21,Min22,Max22,Min23,Max23,Min24,Max24,Min25,Max25,Min26,Max26,Min27,Max27,Min28,Max28,Min29,Max29,Min30,Max30,Min31,Max31,Min32,Max32,Min33,Max33,Min34,Max34,Min35,Max35,Min36,Max36,Min37,Max37,Min38,Max38,Min39,Max39,Min40,Max40,Min41,Max41,Min42,Max42,Min43,Max43,Min44,Max44,Min45,Max45,Min46,Max46,Min47,Max47,Min48,Max48,Min49,Max49,Min50,Max50,Min51,Max51,Min52,Max52,Min53,Max53,Min54,Max54,Min55,Max55,Min56,Max56,Min57,Max57,Min58,Max58,Min59,Max59,Min60,Max60,Min61,Max61,Min62,Max62,Min63,Max63,Min64,Max64,Min65,Max65,Min66,Max66,Min67,Max67,Min68,Max68,Min69,Max69,Min70,Max70,Min71,Max71,Min72,Max72,Min73,Max73,Min74,Max74,Min75,Max75,Min76,Max76,Min77,Max77,Min78,Max78,Min79,Max79,Min80,Max80,Min81,Max81,Min82,Max82,Min83,Max83,Min84,Max84,Min85,Max85,Min86,Max86,Min87,Max87,Min88,Max88,Min89,Max89,Min90,Max90,Min91,Max91,Min92,Max92,Min93,Max93,Min94,Max94,Min95,Max95,Min96,Max96,Min97,Max97,Min98,Max98,Min99,Max99,Min100,Max100,Min101,Max101,Min102,Max102,Min103,Max103,Min104,Max104,Min105,Max105,Min106,Max106,Min107,Max107,Min108,Max108,Min109,Max109,Min110,Max110,Min111,Max111,Min112,Max112,Min113,Max113,Min114,Max114,Min115,Max115,Min116,Max116,Min117,Max117,Min118,Max118,Min119,Max119,Min120,Max120,Min121,Max121,Min122,Max122,Min123,Max123,Min124,Max124,Min125,Max125,Min126,Max126,Min127,Max127,Min128,Max128,Min129,Max129,Min130,Max130,Min131,Max131,Min132,Max132,Min133,Max133,Min134,Max134,Min135,Max135,Min136,Max136,Min137,Max137,Min138,Max138,Min139,Max139,Min140,Max140,Min141,Max141,Min142,Max142,Min143,Max143,Min144,Max144,Min145,Max145,Min146,Max146,Min147,Max147,Min148,Max148,Min149,Max149,Min150,Max150,Min151,Max151,Min152,Max152,Min153,Max153,Min154,Max154,Min155,Max155,Min156,Max156,Min157,Max157,Min158,Max158,Min159,Max159,Min160,Max160,Min161,Max161,Min162,Max162,Min163,Max163,Min164,Max164,Min165,Max165,Min166,Max166,Min167,Max167,Min168,Max168,Min169,Max169,Min170,Max170,Min171,Max171,Min172,Max172,Min173,Max173
1956,1,11,2,19,5,23,3,27,4,17,1,15,2,16,2,19,3,22,2,21,3,19,2,9,2,14,3,23,2,35,2,21,8,32,5,25,3,19,5,17,4,23,4,27,4,26,6,26,3,27,5,17,4,28,3,25,2,21,4,19,3,16,3,23,5,28,6,25,3,17,2,15,1,13,4,25,4,20,2,26,6,23,4,34,6,19,5,20,4,19,1,12,3,21,8,23,6,30,3,21,3,24,4,18,7,30,9,34,8,27,4,29,4,30,4,23,4,17,4,27,4,22,3,22,3,21,1,10,1,8,1,15,2,46,1,14,2,12,2,14,1,16,1,13,4,25,6,26,3,25,4,20,3,19,2,19,2,15,3,19,3,22,4,20,4,20,4,23,2,21,5,29,5,27,5,23,8,33,7,27,5,22,8,24,4,24,3,23,1,16,3,35,5,27,4,27,3,32,3,21,2,21,1,23,4,25,1,9,3,25,1,13,4,24,1,14,3,24,2,16,4,18,2,21,1,22,1,18,2,16,2,13,1,14,3,19,4,23,5,19,7,28,4,26,3,24,4,29,5,27,3,30,8,23,4,23,5,35,2,17,2,24,2,15,4,28,4,17,4,22,4,27,4,29,3,22,6,25,4,29,4,26,4,22,6,23,7,31,6,22,3,21,4,21,5,29,2,18,3,19,2,13,3,19,2,17,4,32,3,16,5,24,3,24,4,24,3,16,4,35,2,23,3,20,2,18,3,16,2,14,3,21,1,22,2,18,1,11,2,13,2,17,2,16,1,16
1957,1,12,2,20,4,21,5,29,3,20,2,15,2,17,1,21,4,18,3,18,3,20,2,13,1,15,4,25,2,41,1,19,9,32,5,25,4,21,4,22,6,19,2,27,3,27,8,28,3,26,4,24,4,23,4,23,2,16,3,20,4,18,3,24,6,26,4,26,3,23,1,12,1,17,4,19,3,24,4,24,9,24,5,37,6,20,3,24,4,23,1,13,3,24,7,23,8,27,2,26,3,19,3,17,6,30,9,33,8,28,4,21,2,31,3,23,3,16,5,22,3,18,4,20,4,32,1,11,1,9,1,14,2,60,2,14,2,15,1,7,1,12,1,13,2,25,5,29,4,26,4,19,4,19,3,29,3,15,2,18,3,17,4,21,2,19,5,25,2,22,5,28,6,28,5,27,8,31,4,27,6,21,7,27,5,24,1,24,1,20,3,24,4,34,4,21,1,21,2,19,4,23,2,22,4,22,1,12,3,22,2,13,3,24,2,16,2,20,2,20,5,22,2,17,1,17,1,17,3,16,2,16,2,18,4,17,5,27,3,23,3,22,4,27,3,24,4,29,4,26,5,29,7,24,4,36,3,29,2,20,2,24,2,16,6,26,4,21,5,23,5,33,4,25,3,21,5,23,3,29,5,21,4,25,5,22,9,28,5,20,3,17,5,22,6,28,2,16,2,18,2,14,5,18,2,16,5,26,4,16,4,21,4,21,4,24,3,16,3,31,4,22,3,22,4,17,1,15,2,19,4,19,1,24,2,20,1,13,2,18,1,20,2,18,1,14
1958,1,12,2,15,3,25,4,24,4,24,1,15,2,15,2,21,4,19,2,17,4,17,2,11,2,17,4,26,3,42,1,19,9,36,3,24,3,19,5,19,6,24,4,24,4,26,8,29,4,21,5,21,5,24,2,20,3,18,3,20,3,19,5,28,4,24,5,24,4,20,1,13,1,14,4,25,5,20,4,25,5,30,4,37,6,21,3,23,3,22,1,15,3,31,9,25,6,26,3,22,3,21,4,20,6,27,8,28,9,24,4,22,4,28,4,24,4,17,6,23,4,22,3,16,2,27,2,10,1,9,2,13,2,58,2,17,2,12,1,9,1,16,1,12,5,25,6,25,2,29,4,21,3,17,3,18,3,17,2,23,2,18,3,23,2,18,5,28,3,20,6,24,5,24,5,27,7,26,6,24,4,22,6,23,6,21,2,23,1,19,3,26,5,27,2,22,2,23,2,18,2,20,2,24,5,23,1,11,3,23,3,15,4,26,2,17,4,20,2,14,5,20,3,21,1,15,1,14,4,18,3,16,2,20,4,21,3,24,4,22,7,24,5,27,2,24,3,27,3,23,4,30,5,20,3,26,5,29,2,17,2,20,3,20,4,26,5,21,4,25,5,32,3,26,4,21,5,22,4,23,3,19,4,25,6,27,5,28,5,22,2,20,5,22,4,25,2,24,3,17,2,14,3,15,3,18,3,23,4,15,4,22,3,29,4,31,3,19,4,35,2,24,3,17,4,21,3,20,3,15,5,23,2,31,2,17,1,14,2,16,1,17,3,20,1,15
1959,1,13,2,15,2,23,4,25,5,20,1,15,2,14,2,20,3,20,2,19,3,18,2,8,2,14,4,28,2,51,2,21,8,34,5,23,4,21,4,19,4,21,3,23,7,28,8,31,3,21,4,20,2,25,3,22,3,15,3,22,2,16,3,26,5,24,5,22,2,26,1,13,1,18,5,24,3,21,3,26,7,27,6,34,7,22,5,21,3,25,1,17,4,31,9,25,8,26,3,22,3,21,4,16,6,26,7,32,8,26,4,27,5,28,3,21,3,16,4,21,5,17,4,20,3,24,2,10,1,7,1,13,2,57,3,15,2,14,1,10,2,16,1,12,3,23,4,22,2,25,5,19,4,19,2,23,3,14,3,18,3,21,4,21,3,18,4,21,3,22,6,27,6,28,5,23,9,29,5,28,6,25,7,25,4,25,2,20,1,19,2,25,3,26,4,24,2,24,2,19,2,21,1,20,2,21,1,11,2,25,2,11,5,24,3,14,5,23,2,16,4,20,3,18,1,18,1,13,2,18,2,17,2,23,3,19,3,21,3,24,6,23,4,26,3,26,3,31,4,26,4,34,6,23,4,27,5,25,2,19,2,23,2,22,4,26,5,25,5,26,4,36,4,28,3,20,4,22,3,21,5,20,4,23,5,23,7,26,4,21,2,21,3,21,3,27,1,18,2,19,2,15,4,18,2,22,3,22,3,17,5,27,5,21,5,27,3,16,4,31,3,30,3,19,4,19,2,14,2,18,4,19,1,31,3,15,2,13,1,15,2,15,2,15,2,14
1960,2,14,2,14,3,21,5,23,3,19,2,13,2,16,2,20,2,19,2,18,4,18,2,10,2,14,2,23,2,59,2,23,10,39,5,22,4,22,4,18,4,20,4,27,3,30,6,31,4,20,5,22,3,25,3,19,3,18,4,22,3,20,4,23,4,25,6,26,2,20,2,14,1,13,3,24,3,20,4,27,9,23,6,34,5,22,5,22,3,23,1,14,3,24,9,28,7,24,1,19,3,19,3,18,7,26,7,33,6,33,4,23,5,24,4,20,4,16,5,20,3,21,3,20,4,21,1,11,1,7,1,14,2,56,3,16,2,16,2,10,1,16,1,14,3,32,4,22,4,22,4,18,4,20,4,23,3,17,3,15,3,18,4,20,3,20,4,24,4,21,6,29,6,31,3,21,8,24,6,24,4,24,6,23,6,26,2,19,1,19,2,20,3,28,5,25,3,28,3,21,4,21,1,21,2,21,1,12,2,21,2,11,4,24,2,14,5,18,2,17,3,20,2,18,1,16,1,14,4,21,2,18,3,20,4,31,4,23,5,28,5,24,5,24,4,24,4,34,3,32,4,29,8,22,3,22,5,27,2,17,3,22,2,19,2,27,4,19,5,21,4,29,4,31,4,18,5,22,4,24,4,21,4,24,3,29,8,27,5,22,3,21,3,19,4,29,2,23,2,19,2,19,4,15,2,18,3,25,4,15,3,22,4,19,4,22,4,17,4,45,3,24,3,18,3,15,2,16,2,20,3,22,2,30,2,15,1,12,1,16,3,16,3,19,3,18
1961,1,13,2,17,3,21,3,24,3,22,2,15,2,18,2,18,3,21,2,16,2,17,3,9,1,16,2,21,3,53,1,22,5,38,4,29,3,21,3,19,4,20,3,25,5,31,8,28,4,23,5,22,4,22,3,22,2,17,4,22,3,20,5,24,3,26,4,23,3,18,2,12,1,16,5,24,4,24,2,27,6,22,5,45,6,22,5,18,3,18,1,13,3,21,9,36,7,24,3,22,3,23,3,15,7,25,6,29,9,24,3,22,5,24,3,29,4,17,4,21,4,20,3,20,3,30,1,14,1,7,2,19,4,68,4,19,1,13,1,8,1,17,1,14,5,24,6,21,3,26,3,24,4,18,3,21,2,14,3,25,3,20,4,20,3,22,6,26,3,19,5,26,6,25,6,26,8,32,5,23,4,21,4,23,5,23,2,25,2,21,3,19,3,25,3,30,3,27,3,19,3,23,2,27,2,21,2,11,1,28,2,12,4,23,2,14,4,23,2,16,3,24,2,19,2,22,1,13,3,17,3,19,2,16,5,18,4,24,3,22,5,22,4,28,3,24,3,34,4,30,4,29,6,21,3,27,3,31,3,15,1,26,2,17,3,29,6,23,5,24,2,34,5,30,4,19,4,23,4,24,5,21,3,23,5,24,6,24,4,25,3,19,3,21,4,27,2,25,2,21,2,15,3,18,2,20,3,24,3,15,3,22,5,19,4,27,2,18,5,44,3,23,3,21,4,17,2,15,2,18,3,19,1,31,2,15,1,10,2,14,1,15,3,17,2,15
1962,2,12,2,20,3,20,3,24,5,24,1,12,2,18,2,21,2,18,2,20,3,17,2,11,1,14,2,22,3,44,1,19,8,34,5,23,2,19,5,19,5,27,2,27,2,23,6,31,2,25,3,19,5,25,3,27,3,16,2,19,3,21,5,27,3,24,5,28,2,20,1,13,1,14,3,21,3,20,4,24,9,26,6,35,6,22,5,32,3,18,1,17,3,23,6,29,9,29,5,31,3,19,2,15,7,25,8,27,6,24,4,24,3,25,3,26,4,18,3,21,4,25,3,18,3,22,1,13,1,8,3,18,2,52,4,21,2,15,1,8,1,19,1,17,4,22,4,26,4,30,4,19,4,19,2,15,3,16,2,24,2,19,4,21,3,21,5,25,2,22,5,24,5,26,3,20,7,27,5,27,4,23,4,20,4,20,2,22,1,21,2,30,3,29,4,26,2,29,2,20,3,22,2,24,5,22,1,10,2,21,2,10,5,20,2,15,4,20,2,17,4,25,2,20,1,16,1,18,3,15,2,18,3,16,5,18,5,18,4,19,5,24,4,23,3,24,5,31,4,32,4,24,6,20,3,22,3,30,2,21,2,20,3,20,5,28,4,21,4,21,3,26,4,28,4,19,3,19,4,23,3,19,4,29,5,30,6,27,3,21,4,20,4,22,4,26,3,19,1,21,2,15,3,19,2,16,2,21,4,17,3,24,2,23,4,29,3,15,5,36,3,23,2,18,3,18,2,17,2,19,4,22,1,23,3,17,1,10,2,15,1,13,3,18,2,13
1963,1,14,3,16,3,22,1,22,4,18,2,13,1,16,1,21,3,23,2,19,3,16,1,13,2,12,4,19,3,51,1,18,10,33,4,21,4,21,5,18,5,23,3,27,4,26,7,29,3,21,5,23,3,23,2,23,3,17,3,22,4,19,3,23,4,25,5,22,4,21,2,11,1,15,5,26,2,19,3,23,7,21,5,37,6,25,5,24,4,19,1,15,4,24,7,29,7,24,3,21,3,21,2,16,4,24,8,28,6,24,3,22,4,25,3,24,4,16,3,23,4,22,2,17,3,24,2,14,1,10,2,18,2,55,1,18,1,13,1,9,2,14,1,17,4,24,5,23,4,26,4,19,5,18,4,18,3,18,2,25,3,24,4,22,3,18,4,24,2,19,6,26,4,24,4,21,7,24,7,24,4,21,5,19,5,23,2,24,1,16,1,24,4,28,3,25,2,23,2,16,2,19,2,29,4,20,1,12,2,21,3,11,3,24,1,15,4,18,2,14,4,22,2,18,1,19,1,14,3,20,2,17,1,17,4,18,4,23,5,21,5,23,3,26,3,23,4,29,5,35,5,33,7,27,4,22,4,28,3,15,2,22,3,17,4,30,4,23,4,22,3,25,5,28,2,21,4,24,4,24,5,24,3,28,4,26,7,30,4,20,3,20,5,18,3,25,2,20,2,21,2,17,4,17,2,16,3,21,3,17,4,19,3,24,3,24,2,17,4,35,4,22,4,20,3,16,2,13,3,15,3,17,1,25,3,16,1,10,2,19,1,14,3,14,2,15
1964,1,13,2,15,4,23,3,28,3,19,1,18,1,20,2,19,3,17,2,17,2,17,2,10,2,10,4,20,2,48,1,17,10,31,5,20,4,21,3,19,4,22,3,23,3,21,9,24,3,21,4,18,4,26,2,23,4,16,4,29,3,17,6,25,5,22,5,26,3,19,1,14,1,12,4,22,4,19,4,31,7,22,5,38,6,22,3,20,4,22,1,12,4,22,8,25,6,29,3,18,3,20,4,18,6,25,8,29,8,30,5,23,4,20,3,22,4,18,3,25,4,22,4,16,3,24,3,18,1,7,2,19,3,50,4,19,2,16,2,8,1,15,1,11,4,20,5,25,4,28,4,20,4,18,5,22,2,16,2,23,3,16,5,19,2,18,4,24,4,21,5,28,3,27,5,26,7,28,6,28,5,28,5,22,4,22,1,18,1,20,2,20,4,22,3,21,2,25,3,20,3,19,1,27,5,20,1,13,2,25,2,11,4,25,2,13,3,23,3,16,5,22,3,18,1,22,1,15,3,22,2,15,3,17,3,21,5,20,4,20,4,24,5,24,2,23,2,34,5,45,4,33,5,20,4,25,3,21,2,13,2,27,2,22,3,37,6,26,5,23,4,27,4,40,5,18,4,18,4,26,5,22,2,29,4,25,8,28,4,20,3,18,3,21,4,35,2,21,2,19,1,12,4,17,3,18,4,22,4,15,3,22,4,24,4,24,2,18,4,50,3,22,3,19,4,18,3,13,2,17,3,24,1,29,2,14,2,13,2,13,1,13,2,14,2,12
1965,2,12,2,18,3,22,4,25,4,17,2,15,2,18,1,20,3,22,1,16,3,18,2,11,2,18,3,23,2,42,2,21,9,37,5,18,4,18,4,22,4,20,4,25,6,24,7,25,4,21,4,20,5,28,3,26,3,19,3,22,3,17,3,29,2,24,6,26,2,18,1,13,1,17,6,24,4,22,4,26,8,20,6,37,5,22,4,19,3,19,1,13,3,20,7,23,8,26,4,22,3,23,4,15,5,26,8,27,9,25,5,25,2,28,3,24,4,15,4,20,3,23,3,16,4,22,4,21,1,11,3,29,3,48,5,23,1,16,1,9,1,15,1,13,4,20,4,21,3,27,3,18,4,18,3,20,2,18,2,26,3,17,4,23,4,22,4,23,3,23,4,25,5,25,5,21,8,27,6,29,5,22,8,27,4,24,2,20,1,17,2,23,4,22,2,24,3,26,3,18,2,21,2,21,4,18,2,12,1,21,3,10,5,24,2,14,5,23,3,14,6,21,2,22,1,16,1,13,2,19,2,14,3,20,4,22,3,21,4,24,4,23,3,26,3,26,4,44,3,38,4,27,4,24,3,20,3,22,2,25,2,34,2,19,5,37,7,21,4,25,4,26,4,38,3,23,3,19,4,24,5,24,5,26,6,22,7,25,5,23,2,21,3,21,3,30,2,20,2,17,2,16,4,20,2,18,3,21,4,17,4,22,5,23,4,22,2,14,4,40,2,23,3,26,4,18,2,15,2,15,3,17,1,21,1,18,1,11,2,14,2,11,2,14,2,17
1966,1,11,3,16,3,30,4,26,6,18,1,13,1,15,2,18,3,20,2,19,4,21,2,9,2,12,4,24,2,45,1,21,9,37,4,19,4,19,4,21,5,20,3,26,2,25,8,25,3,24,4,22,6,28,3,27,2,16,3,23,4,19,4,26,5,24,5,25,2,15,2,12,1,14,5,23,4,20,4,24,7,28,7,35,6,19,3,18,4,20,1,18,2,20,7,23,8,24,3,18,2,20,3,16,5,26,7,31,8,30,5,22,4,26,3,24,3,18,3,22,5,20,2,18,4,24,3,16,1,7,2,26,2,41,4,26,1,15,1,8,1,14,1,15,4,20,3,23,3,23,5,19,4,20,3,17,2,16,3,39,3,18,2,17,3,17,4,24,4,21,5,25,4,26,6,25,8,25,7,28,5,23,7,22,4,26,1,21,2,21,2,25,2,26,3,21,2,23,2,22,3,19,2,20,3,21,1,11,1,27,1,14,4,25,2,15,3,21,1,19,2,22,2,20,1,19,1,16,3,15,2,18,3,19,4,20,5,19,4,21,6,25,5,25,4,29,5,40,7,45,5,28,6,20,4,21,2,29,2,20,3,37,2,21,4,41,6,24,4,24,4,24,4,33,4,20,4,22,4,26,5,22,5,23,5,23,6,26,5,22,2,21,4,22,2,31,2,18,2,17,2,16,3,20,2,17,4,22,3,14,3,21,4,25,5,24,2,19,4,37,3,24,2,22,3,14,1,15,1,17,5,16,1,22,2,14,1,11,2,14,1,14,2,15,1,14
1967,2,11,3,15,4,25,4,35,4,19,2,14,1,17,2,18,3,25,2,17,3,18,2,11,2,14,2,22,3,50,2,19,8,30,5,18,3,22,4,20,5,24,4,30,5,26,11,30,3,23,5,18,4,25,3,26,3,18,3,21,2,25,5,24,5,41,5,24,3,19,2,12,1,14,5,22,2,23,3,26,8,30,6,36,5,26,5,28,3,17,1,11,1,19,4,22,4,25,2,21,2,21,3,17,5,21,8,27,8,24,5,22,3,26,3,25,4,21,6,23,4,25,4,19,4,18,2,20,1,7,2,32,4,46,2,25,1,15,2,10,1,15,1,15,4,19,5,24,4,24,3,19,4,18,2,18,2,15,2,30,3,21,4,21,2,18,4,23,4,22,5,25,5,22,6,26,6,21,6,25,4,23,8,23,5,23,2,17,2,15,2,20,3,20,4,21,2,23,2,25,3,22,2,29,2,21,2,11,2,23,3,10,4,22,2,16,6,23,1,18,5,22,2,20,1,19,1,13,3,17,2,14,2,20,4,18,5,24,3,21,6,25,3,25,2,25,4,31,5,37,5,29,4,21,3,29,4,31,3,17,3,32,2,21,5,36,5,20,4,25,3,30,3,30,3,18,5,25,2,25,5,22,4,21,4,26,8,25,5,22,3,20,4,18,4,29,2,22,2,15,2,18,3,23,2,17,3,19,4,17,4,20,5,19,5,24,2,17,3,39,3,21,3,21,3,20,2,15,3,16,3,17,1,22,2,16,1,10,2,15,2,13,2,13,1,11
1968,1,11,2,15,5,29,4,38,6,17,1,13,1,15,2,22,3,20,2,16,4,18,2,9,2,12,3,21,2,38,1,19,11,40,3,19,4,21,4,18,4,20,4,29,6,27,8,32,4,23,5,21,4,27,3,22,3,16,3,23,3,17,5,30,6,28,6,22,4,18,2,13,1,11,3,28,5,22,3,27,7,28,5,39,8,20,5,22,3,19,1,11,4,19,6,23,8,24,2,20,4,23,4,16,4,24,3,25,8,27,5,22,3,28,4,26,4,19,4,20,3,25,2,21,2,22,2,18,1,9,2,28,3,43,3,21,2,15,2,12,1,13,1,13,4,19,4,27,4,29,4,21,2,22,3,18,2,15,2,28,2,18,4,20,2,18,4,25,3,22,7,24,4,27,6,23,7,25,8,26,5,24,7,22,5,24,1,17,2,18,2,27,3,21,3,22,2,29,2,20,2,23,2,28,2,22,2,14,2,26,2,11,3,23,2,16,4,20,1,16,5,23,3,19,1,20,1,12,3,16,1,15,2,19,5,19,5,19,4,23,6,25,4,27,4,27,4,39,5,36,3,26,5,21,4,27,4,26,1,18,2,33,2,21,5,43,7,25,3,23,3,24,5,41,2,22,4,26,4,22,3,23,4,24,4,22,7,27,4,22,2,20,3,21,4,28,1,25,2,17,2,16,4,18,2,19,3,19,3,16,3,17,4,22,5,24,3,16,4,34,4,21,3,24,4,16,2,12,3,16,4,18,1,25,3,14,1,10,2,14,2,16,2,14,2,12
1969,1,13,3,15,3,27,4,26,6,22,1,21,1,15,2,18,4,23,2,16,4,17,2,10,2,16,2,22,2,37,2,24,9,30,4,18,4,19,5,20,3,20,2,26,6,22,7,30,4,19,5,21,4,22,2,25,2,15,3,23,3,19,5,25,6,30,4,23,3,16,1,15,1,16,3,25,3,22,4,27,7,26,3,32,5,21,5,23,3,19,1,14,3,21,7,21,6,22,3,19,3,23,4,18,5,26,6,36,7,23,4,26,4,28,3,25,4,17,4,22,4,19,3,19,3,21,3,18,1,9,3,22,2,41,5,23,2,17,2,6,1,20,1,12,4,19,6,21,3,25,4,21,4,21,4,20,2,16,2,25,3,19,3,23,3,16,3,22,3,26,5,26,5,25,4,26,5,26,8,28,5,26,7,26,5,25,2,19,1,16,1,20,3,25,2,21,2,22,3,23,3,23,1,24,4,23,2,14,2,20,2,12,4,21,2,13,4,21,2,16,4,24,3,23,1,24,1,16,3,17,2,15,2,17,4,20,4,22,4,21,5,23,4,24,2,25,5,32,5,27,4,30,6,20,3,34,5,33,2,24,2,36,2,21,4,31,6,21,5,22,4,30,4,33,5,24,5,22,3,23,5,21,4,21,5,25,9,27,5,22,2,19,3,23,5,24,2,21,2,17,2,14,4,18,2,18,3,22,3,16,3,18,5,18,3,24,2,17,5,35,4,23,4,21,3,17,2,13,2,18,3,19,1,22,3,16,2,11,2,15,2,14,3,18,1,13
1970,1,12,2,16,3,26,3,28,6,19,3,21,2,15,1,19,3,23,2,16,3,16,2,10,2,12,4,21,2,38,1,17,9,37,3,20,4,25,3,19,4,23,4,26,4,25,9,27,3,23,5,20,2,24,3,20,3,16,2,25,3,22,5,25,7,29,4,22,3,17,2,16,1,18,5,23,3,19,4,24,5,20,5,36,5,21,4,22,4,18,1,13,2,18,6,23,7,24,3,19,2,22,3,19,4,21,7,29,9,29,6,30,5,27,3,25,3,15,3,24,3,21,3,17,2,19,2,16,1,7,1,24,3,46,3,21,2,16,1,10,1,15,1,16,4,17,3,23,3,28,5,22,3,17,3,19,2,18,2,27,2,15,4,21,4,17,4,25,4,21,3,26,5,24,3,25,8,22,7,25,6,25,7,22,5,20,2,20,1,17,1,26,5,22,3,23,3,26,3,18,3,23,1,24,3,21,1,14,3,21,2,10,4,27,2,17,4,25,2,19,3,19,3,16,1,24,1,14,4,17,2,16,2,17,4,21,4,22,3,21,5,25,4,28,2,31,4,35,5,32,5,38,3,20,4,30,5,33,2,18,2,31,2,21,4,36,3,19,5,22,4,26,4,25,3,23,2,24,3,22,6,23,2,21,5,25,9,28,3,24,3,21,4,23,3,26,2,17,3,16,2,16,3,18,2,21,3,23,3,16,2,19,4,24,4,25,3,18,5,33,2,29,3,22,5,25,3,18,2,15,3,18,1,25,3,15,1,13,2,17,2,13,3,15,1,11
1971,1,11,2,16,4,22,3,22,6,22,3,18,2,16,1,18,4,24,2,18,3,19,2,8,2,15,5,20,2,41,1,19,8,32,3,17,5,19,6,30,4,20,4,29,5,30,7,25,3,20,4,20,4,23,3,21,2,16,3,19,4,17,5,24,7,34,3,24,3,17,2,16,1,11,4,19,4,21,5,36,7,24,5,31,6,20,4,21,3,22,1,17,2,23,8,23,5,20,2,22,3,26,3,17,5,20,8,27,8,25,7,24,4,22,2,24,4,17,4,22,3,28,3,18,4,20,2,14,1,11,2,26,3,41,4,18,1,13,1,7,1,14,2,16,3,19,5,24,4,24,4,18,3,19,4,15,3,16,2,22,3,19,5,20,2,20,3,23,3,23,5,27,5,25,4,23,6,22,5,26,6,26,8,20,8,29,1,24,1,19,1,27,4,24,3,23,1,25,2,22,2,18,1,22,4,22,2,14,2,20,2,10,4,23,1,14,4,22,1,17,5,23,2,17,1,23,1,13,3,17,2,19,3,15,5,18,5,20,4,19,6,24,5,24,3,29,4,28,5,38,5,33,6,20,2,35,5,40,3,18,3,29,3,21,4,34,5,21,5,23,3,33,6,34,3,20,5,21,4,21,4,22,3,22,5,23,7,29,5,21,3,22,5,19,4,27,2,16,3,20,2,15,4,20,2,19,3,24,2,18,4,23,5,20,4,24,2,15,4,42,4,37,2,22,4,18,3,22,2,17,3,17,1,24,3,15,1,13,2,19,2,15,2,15,2,13
1972,1,14,2,15,2,25,4,22,5,21,3,25,1,15,1,21,4,20,3,16,3,18,1,9,2,12,5,25,3,35,1,21,9,33,4,22,5,18,5,26,4,23,4,30,6,33,8,25,4,26,3,17,3,25,3,22,2,16,3,19,2,19,5,22,6,30,4,22,3,15,1,13,1,12,4,26,3,18,4,29,6,25,5,32,7,21,5,21,4,21,1,22,3,26,8,22,5,25,3,19,4,21,4,18,6,26,7,35,9,25,5,25,3,22,3,25,4,17,3,21,3,24,2,17,3,22,2,15,1,9,2,21,3,43,3,19,1,16,1,7,1,15,1,14,3,15,5,24,3,24,4,23,4,18,5,22,4,17,2,23,3,20,4,23,2,19,5,24,3,27,5,28,4,31,6,27,7,32,7,29,4,29,6,22,5,24,2,19,1,20,2,30,4,24,4,21,2,25,2,17,3,23,2,23,4,24,1,11,2,20,3,12,5,23,1,13,5,20,2,15,3,21,2,23,1,20,1,16,4,18,2,13,2,17,4,17,4,23,4,20,5,22,4,30,2,23,5,30,5,28,5,28,5,22,5,28,5,36,2,15,2,22,2,17,3,33,6,22,4,20,4,27,4,30,5,19,4,18,4,21,4,21,5,24,6,23,9,28,5,20,2,18,4,18,3,22,2,16,3,24,2,13,5,19,2,22,4,20,3,16,4,20,3,22,5,24,3,14,5,38,2,33,3,20,4,21,2,17,3,18,3,20,1,22,2,17,1,15,2,13,1,12,2,13,1,12
1973,1,12,2,16,3,20,4,22,4,24,1,20,1,16,1,18,3,21,3,18,4,17,2,9,2,20,2,23,2,40,1,23,8,39,4,17,5,18,5,32,4,21,3,32,5,29,6,25,4,23,4,20,3,26,4,23,2,19,3,21,3,19,2,27,6,34,4,21,2,22,2,14,1,11,3,22,3,23,2,25,6,25,6,31,5,21,5,22,3,17,1,17,4,22,6,22,3,20,3,16,3,24,4,21,5,21,8,30,9,25,5,24,4,21,3,24,3,18,5,22,3,25,5,19,3,21,2,16,1,8,2,14,3,35,3,20,2,14,1,9,1,14,1,13,3,22,3,29,4,29,4,20,3,19,3,28,4,16,3,25,4,19,4,22,2,23,4,20,4,20,5,25,5,26,6,25,9,32,7,26,5,28,6,22,6,25,2,21,1,22,1,33,5,30,4,22,3,25,2,18,2,23,2,22,2,19,2,9,2,18,2,13,6,22,2,13,5,21,2,16,4,19,3,19,1,19,1,16,3,16,2,15,2,17,3,20,5,18,4,18,5,25,3,22,3,27,4,33,6,26,5,32,4,21,4,23,5,36,4,21,2,22,2,21,3,26,5,20,3,28,5,24,4,29,3,18,4,22,4,25,5,22,4,27,3,21,8,27,4,22,3,20,3,20,4,25,1,21,4,21,2,16,5,17,3,25,4,28,3,17,5,20,4,21,4,23,3,17,3,36,3,35,3,20,4,18,2,19,2,16,2,19,1,20,2,13,1,14,2,16,2,13,2,13,1,15
